folio,par,line,color,rays,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
108r,11,1,W,7,"P2,9,cc,o,Z,9","o,P2,cc,c,9","x,N,c,o,x","cc,8,a,Z","c^c,c,8,9","4,o,P1,cc,8,9","o,P2,a,x,a,x","cc,c,c,8,9","4,o,N,a,x,cc,8,9","o,P2,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,11,2,,,"o,N,c,cc,9","o,N,c,o,x","o,N,c,c,8,9","cc,c,c,8,a,Z","o,N,c,8,9","4,o,M,a,x","cc,8,9","cc,c,8,a,x","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,12,1,R,7,"M,cc,c,8,9","4,o,N,c,9","o,N,c,c,9","x,N,c,c,9","cc,c,8,9","cc,c,o,N,c,c,9","4,o,N,c,c,9","cc,c,8,x,a,x","x,N,a,i,Z","a,x,N,c,c,8,9","Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,12,2,,,"8,cc,c,c,o,8,9","cc,c,c,8,9","4,o,N,c,c,8,9","o,M,c,8,9","4,c,c,c,9","cc,c,9?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,13,1,W,7,"P2,o,Z,o,x","M,c,8,o","x,cc,8,a,n","4,o,N,a,Z","o,M,c,8,9","o,M,a,Z,a,Z","9,M,9","c^c,o","4,o,M,c,8,9","o,M,c,c,8,9","o,N,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,13,2,,,"o,N,o,Z,a,m","o,N,c,c,8,9","4,o,N,c,c,8,9","o,N,c,c,o,Q","cc,c,9,N,c,c,c,8","cc,o,x","4,c,N,c,c,9","o,Z","a,m","cc,c,N,c,o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,14,1,W,7,"c^c,c,c,8,a,n","4,o,N,c,c,8,9","cc,o,N,c,c,8,9","4,o,M,c,o,8,9","N,c,c,c^c,o","8,a,m","cc,c,8,9","N,c,c,8,a,x","a,Z","N,c,o,8,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,14,2,,,"o,N,c,c,9","4,o,N,c,c,9","4,o,N,c,c,8,9","4,o,N,c,c,9","cc,c,8,a,x","cc,c,8,9","4,o,N,c,c,9","o,N,c,c,8,a,n","o,M,a,n",o,"o,x","a,x,2",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,14,3,,,"o,x,N,c,c,9","o,N,c,9","x,o,N,c,c,9","4,o,N,c,8,9","o,x","N,c,cc,9","cc,c,8,a,Z","o,x,a,x","o,c?,8,9","4,c,N,c,8","c,8?,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,14,4,,,"9,cc,c,9","cc,c,9","o,N,a,Z","cc,a,Z,a,Q","o,M,a,Q","cc,c,o,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,15,1,W,7,"8,a,n","c^c,c,c,M,c,9","o,N,c,c,9","N,c,c,9",x,"cc,c,8,9","o,N,c,c,9","4,o,N,c,8,9","cc,c,8,9","8,a,x,N,c,8,9","4,o,N,c,8,9","8,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,15,2,,,"9,M,c,c,8,9","4,o,N,c,c,8,9","4,o,N,c,9","o,M,c,8,9","o,N,c,8,9","4,o,N,a,m","cc,c,o,8,a,Z","cc,c,c,9","4,o,N,c,8,9","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,15,3,,,"9,cc,c,8","cc,o","c,N,c,c,8","8,a,n","c^c,c,o,x","o,N,c,8,9","x,N,c,c,8,9","o,M,c,c,8,9","4,o,N,c,c,8,9","cc,c,8","a,x","N,c,a,i,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,16,1,R,7,"P2,cc,c,c,8,9","4,o,N,c,o",x,"o,N,c,o,x","N,c,o,x","8,a,n","a,Z","o,M,c,8,9","4,o,N,c,8,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","x,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,16,2,,,"o,M,c,c,8,9","x,cc,c,8,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,N,c,o","x,cc,c,8,9","4,o,N,c,9","4,o,N,c,c,9","x,N,c,8,9","x,N,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108r,16,3,,,"4,o,N,c,c,8,9","x,cc,c,8,9","x,N,a,m","cc,8,9","4,o,N,c,9","o,N,c,8,9","o,N,a,Z,a,Q","cc,8,a,2","o,Z","o,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,1,1,R,7,"P2,cc,c,8,a,x","4,o,N,c,c,8,a,Z","o,M,c,8,9","4,o,N,c,c,8,9","x,N,9","x,M,a,x","a,m","o,M,c,o","P1,cc,c,c,9","o,M,c,8,a,Z","a,Q","o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,1,2,,,"8,a,m","c^c,a,x","4,o,N,c,8,9","4,o,c,c,cc,9","o,N,a,n","o,M,c,c,9","cc,c,c,N,c,9","x,N,c,c,8,9","4,o,N,c,c,8,a,Z",a,Z,"a,m","o,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,1,3,,,"2,c^c,c,c,8,a,x","o,x","x,N,c,8,9","x,N,c,c,8,9","cc,c,8,a,x,N,c,8,9","x,N,c,c,8,9","4,o,N,c,cc,c,8,9","o,M,c,8,a,n","o,N,c,c,9","x,o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,1,4,,,"8,cc,c,8,9","c^c,c,8,9","4,o,N,c,c,8","4,o,M,c,8,9","4,o,M,c,c,8,9","a,2,a,n","a,x","N,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,2,1,W,7,"P2,o,x,a,m","o,N,c,8,a,n","o,N,a,x","o,M,cc,c,8,9","4,o,N,c,c,8,9","Z,a,Z,a,m",o,"N,c,c,8,9","4,o,N,a,Z","4,o,N,a,x","8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,2,2,,,"o,c,c,c,8,a,n","cc,c,9","x,o,N,c,c,9","x,o,c,c,8,9","x,o,c,M,9","4,o,N,c,c,8,9","4,o,N,c,c,9","4,o,N,a,Z","o,N,c,c,8,9","N,c,8,a,Z,Y,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,3,1,R,8,"P2,cc,c,8,a,m","o,N,c,8,9","o,M,c,8,a,x","x,N,c,8,c,c,8","o,N,c,8,a,Z","o,N,c,c,9","4,o,M,c,o,x","x,N,c,8,9","o,M,c,9","2,a,m","a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,3,2,,,"9,c^c,c,c,8,9","o,N,c,c,8,9","o,M,c,c,8,9","4,o,N,c,c,8,9","o,N,c,c,8,9","o,N,c,c,8,9","cc,c,8,a,x","o,N,a,Z","4,o,M,c,c,8,o,Z","o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,3,3,,,"4,o,N,c,c,o","8,a,x","cc,c,8,a,Q","cc,x,a,x","o,N,a,x,8,a,m","c^c,c,c,8","x,cc,c,8,9","x,N,c,c,8,9","cc,c,8,N,c,x","c,M,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,3,4,,,"o,x","cc,c,c,9","x,c,c,8,a,m","c^c,c,N,c,a,m","o,N,c,a,x",o,"N,a,Z","a,Z,a,x,o,Z,o,Q","c^c,c,c","N,a,c,M,c,9","cc,c,c,M,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,3,5,,,"2,a,n","a,x","N,c,c,8,a,n","o,x,N,c,c,c,8","4,o,N,c,8,9","x,N,c,c,8,9","cc,o,x,N,a,n","o,M,c,c^c,9","c^c,c,8,9","8,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,4,1,W,8,"M,c^c,c,8,N,9","c^c,c,c,N,c,9","a,N,c,9","c^c,c,c,9","M,c,c,o,8,9","4,o,N,c,8,9","4,o,N,c,c,8,9","c^c,o,N","a,Z","a,m","o,N,c,c,9","M,c,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,4,2,,,"8,a,m","cc,c,o,x","4,o,N,c,c,9","4,o,N,c,c,8,9","4,o,N,c,c,9","Z,a,m","cc,c,N,c,9","o,N,c,c,9","4,o,N,c,c,8,9","o,N,c,8,a,n","a,x,8,a,Z?",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,4,3,,,"4,o,N,c,c,9","x,o",Z,"a,m","cc,c,9","N,c,c,a,Z","a,Z,a,x","o,x,a,m","cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,5,1,R,7,"P2,cc,c,o,Z","o,N,c,a,Z","c^c,c,c,9","4,o,N,c,c,9","9,N,c,c,a,x,N,c,9","Z,a,Z,a,m","o,P2,c^c,o,x,a,x","c^c,c,8,9","o,P1,a,Z,o,Q?,o,N,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,5,2,,,"o,N,c,c,9","x,c^c,c,9","4,o,N,c,c,a,x","x,N,c,c,9","o,N,c,o,x","o,N,c,8,9","4,o,M,a,x","c^c,o,x,N,c,c,8,9","cc,c,8,9","4,o,N,a,n","M,c,c,8,a",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,5,3,,,"4,o,N,c,c,9","x,N,c,c,8","cc,c,8,9","4,o,N,c,c,o,2","c^c,c,o,x","M,c,8,9","4,o,P2,cc,8,9","4,o,N,c,c^c,8,9","N,c,8,a,Z","o,M,a,x","Z,a,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,5,4,,,"o,N,c,c,9","x,N,c,c,8,9","o,N,c,a,x","o,N,c,9","cc,c,9,N,c,8,9","4,c,c,c,8,9","x,o","Z,a,i,2","cc,c,c,9","o,x",x,2,"a,m","a,Q",$,$,$,$,$,$,$,$,$,$,$,$
108v,5,5,,,"4,o,N,c,c,o,x","o,x","cc,c,c,c,9","x,cc,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,6,1,W,7,"P2,o,x,N,c,c,8,a,x","c^c,c,o","N,cc,c,9","x,o,M,c,8,a,m","o,M,c,8,9","o,P2,cc,c,8,a,m","o,M,c^c,c,8,9","4,o,M,c,9",Z,"a,m","o,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,6,2,,,"8,a,m","c^c,o,x","o,x,N,c,c,c,9","x,N,9","cc,c,8,a,Z","cc,c,9,N,c,cc,c,9","4,o,M,c,8,9","o,M,c,8,9","o,M,c,c,8,a,n","cc,c,o,8,9","x,x,o,8",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,6,3,,,"8,a,m","c^c,c,9","c^c,c,c,9","8,a,n","o,x,8,a,Z","c^c,c,c,o",x,"N,a,n","c^c,c,9","cc,c,c,c,8,a,m","o,x,o,c,c,c,8,9","o,M,a,m","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,7,1,R,8,"4,o,N,c,c,o,Z","o,N,c,c,9","4,o,c,c,9","cc,o","8,c,c,a,x","8,a,m","cc,c,M,c,a,x","cc,c,c,N,9","o,M,a,Z","a,m","cc,c,N,c,9","x,M,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,7,2,,,"8,a,m","cc,c,N,c,c,N","cc,c,c,N,c,9","o,x",Z,"a,n","o,8,a,Z","c^c,c,c,9","8,a,m","M,cc,a,Z","o,N,c,c,8,a,m","o,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,7,3,,,"c^c,c,c,o,x","o,N,c,c,9","N,a,m","o,N,a,m","o,x","x,cc,c,9","c,M,c,c,o",Z,"a,m","cc,c,c,9","4,o,N,c,c,9","4,o,N,c,c,a,m","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,8,1,W,7,"2,a,i,2","o,N,c,a,m","cc,c,o,x","c^c,c,8,9","4,o,N,c,c,c,9","8,?,a,m","a,Z","o,Z","x,N,a,Z","cc,a,Z","a,m","o,N,a,x",x,"8,?,Z","x,2",$,$,$,$,$,$,$,$,$,$,$
108v,8,2,,,"2,a,x","x,cc,c,a,x","x,N,c,c,c,9","o,N,a,Z","a,Z","a,n","o,x,cc,c,c,c,2","o,x","cc,c,a,x","o,N,a,m","9,N,a,Z","a,x","o,N,a,x,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,8,3,,,"P2,a,Z,o,Z,a,m","c^c,c,8,9","4,o,N,c,9","4,o,x","c,c,c,2","a,m","x,a,x","x,N,c,c,c,8,9","o,M,a,n","c^c,c,c,9","cc,o,x","M,a,i","a,x",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,8,4,,,"8,a,Z","cc,c,9",o,"cc,c,o,x","cc,c,8,c,c,9","4,o,N,c,c,8,9","cc,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,9,1,W,8,"P2,o,x,c^c,c,8,a,m","4,o,N,c,o,9","N,c,o,x","cc,o,N,c,o,x","4,o,M,c,8,9","4,o,M,c,c,8,9","8,a,Z","Z,a,m","c^c,c,8,9","4,o,M,a,n","o,M,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,9,2,,,"o,x","cc,c,o,x","c^c,c,8","4,o,N,c,8,9","4,o,N,c,8,a,n","cc,c,c,N,c,c,8","4,o,M,c,c,8,9","o,M,c,8,9","4,o,N,c,8,9","o,N,c,c,o,Z",x,"N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,9,3,,,"8,a,n","c^c,c,8,a,n","4,o,N,c,8,a,Z","o,x,N,c,c,c,8,9","4,o,N,c,c,8,9","c^c,c,8,9","cc,c,8,a,Z","cc,c,8,9","o,M,c,c,8,9","4,o,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,10,1,R,8,"2,a,n","a,n","cc,c,8","x,cc,2","c^c,c,8","4,o,N,c,c,8,9","o,M,c,c,9","4,o,N,c,8,9","4,o,N,c,c,8,9","cc,c,c,8,9","4,o,N,cc,8,a,Z,o,x,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,10,2,,,"M,o,x,c^c,c,9","o,cc,c,9","4,o,N,c,c,9","4,o,M,c,8,9","cc,o,M,c,c,9","4,o,N,c,9","cc,o,x,N,c,c,8,9","x,N,c,8,9","x,cc,c,8,9","4,o,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,10,3,,,"8,a,m","cc,c,8,9",x,"cc,c,8,9","c^c,o,x,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,9","4,o,N,c,c,9","4,o,N,c,c,8,9","o,M,c,c,8,9","x,cc,c,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,11,1,W,8,"8,a,m","c^c,c,cc,9","4,o,N,c,8,9","4,o,N,a,n","cc,o,Z","cc,a,x","cc,a,x","cc,c,8,9","8,a,n","a,x","a,x","N,c,c,8,9","o,M,a,x","9,2",$,$,$,$,$,$,$,$,$,$,$,$
108v,11,2,,,"2,a,n","c^c,c,o,Z","c^c,c,c,9","c^c,c,c,N,c,c,9","4,o,N,c,9","o,N,c,9","c^c,c,9","x,N,a,n","c^c,c,8,9","4,o,N,a,n","8,a,x,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,11,3,,,"8,c^c,c,o,x","4,o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,9","4,o,N,c,c,8,9","4,o,N,c,8,9","c^c,c,?,N,c,9","x,N,c,8,9","4,o,M,c,c,8,9","o,M,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,12,1,R,7,"2,a,n","cc,c,9","x,N,c,8,a,n","cc,c,9","Z,o,Z","a,n","a,x","cc,c,a,Z","o,x,o,Z","cc,c,8,a,m","o,M,c,c,9","cc,c,8,9","2,x",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,12,2,,,"8,a,m","c^c,c,c,a,x","4,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,M,c,9","4,o,N,c,c,9","4,o,N,c,c,9","o,M,c,8,9","4,o,M,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,12,3,,,"8,c^c,c,8,9","M,c,8,9","cc,c,c,N,c,c,9","c^c,c,c,N,9","x,c^c,c,c,8,a,n","c^c,c,o,Z","o,x,N,c,8,9","cc,x","N,a,Z","M,a,Z","o,M,a,m",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,13,1,W,8,"9,cc,c,a,n","cc,c,9","x,cc,c,a,x","9,N,c,c,9","4,o,x,cc,c,c,8,9","4,o,N,c,c,8,9","o,N,c,c,8,9","4,o,N,c,9","4,o,N,c,c,8,9","4,o,M,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,13,2,,,"c^c,o,8,a,n","cc,c,a,x","c^c,c,8,9","Z,cc,c,c,M,c,9","4,o,N,c,c,9","cc,c,o,x,N,c,c,8,9","cc,c,o,x","cc,c,8,9,M,c,9","o,M,c,c,a,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,13,3,,,"9,c^c,c,9","4,o,x","x,c,c,c,9","c^c,c,9","4,o,N,c,c,?,Z","c^c,c,9","4,o,N,c,c,9","x,c^c,c,c,9","o,M,c,c,9","c^c,c,c,9","4,o,x","cc,c,c,N,c,c,9","x,cc,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
108v,14,1,R,7,"c^c,c,o,x","c^c,c,8,9","4,o,N,c,c,9","cc,c,8,a,Z","c^c,c,a,x","4,o,N,c,c,8,9","4,o,N,c,c,8,9","4,o,N,c,9","c^c,c,c,9","4,o,N,c,a,x","a,Z,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,14,2,,,"2,a,m","c^c,c,c,a,n","4,N,a,n","o,N,c,c,9","4,o,N,a,x,o,Z","cc,c,o,x","N,c,o,x","cc,c,8,9","4,o,N,c,c,9","4,o,N,c,c,9","Z,a,x",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,14,3,,,"9,cc,c,c,9","4,o,N,c,c,c,9","c^c,c,8,a,n","4,o,N,c,c,8,9","4,o,N,c,c,9","o,N,c,c,8,a,x","o,N,c,o,x","x,N,c,c,9","x,cc,c,8,9","x,cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,15,1,W,7,"8,a,i,2","a,x","cc,c,c,M,c,9","4,o,x","c,c,c,8,9","cc,c,N,c,c,9","o,x,cc,c,9","c^c,c,c,9","4,?,N,c,c,c,9","4,o,N,c,c,8,a,Z","a,x","N,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,15,2,,,"2,a,m","o,N,a,n","cc,c,c,9","x,N,a,m","cc,c,a,x","cc,c,o,x","N,c,c,a,Z","4,o,N,c,c,8,9","4,o,N,c,c,9","cc,c,o,N,c,c,8,9","4,o,N,a,x","o,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,16,1,R,7,"8,c^c,c,c,9","o,M,c,c,9","cc,c,o,x","M,c,c,8,a,Z","o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,c,N,c,9","o,M,c,c,9","a,m","o,N,c,c,9","cc,c,9","4,o,N,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,16,2,,,"2,c^c,c,o,8,a,n","4,o,N,c,c,o","o,N,c,c,9","4,o,N,c^c,c,c,8,9","cc,a,Z,a,n","o,N,c,c,9","4,o,N,c,c,o,x,cc,c,9","o,x,N,c,c,9","o,N,c,c,9","x,a,Z",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,16,3,,,"2,a,m","cc,c,o,x","4,o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,8,9","4,o,N,c,c,9","cc,c,a,x","x,x,cc,c,9","8,a,m","o,N,c,c,9","4,o,N,c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
108v,16,4,,,$,"o,x,cc,a,Z","o,x,cc,c,8,9","x,c^c,9","o,M,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,1,1,R,7,"N,cc,o,x,cc,8,a,Z","c^c,a,Z","a,n,P2","cc,c,P2,cc,c,8,9","cc,c,M,a,x,c^c,9","c^c,c,c,N","c^c,c,a,Z","c^c,c,9","Z,o,Z","a,Q","c^c,c,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,1,2,,,"8,o,m","c^c,c,c,N,9","o,N,c,c,9","o,N,c,c,9","4,a,a,x","c^c,c,8,9","o,N,c,c,9","o,M,c,c,9","c^c,c,8,9","cc,c,M,c,9","x,cc,c,o,x","o,M,c,a,n,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,1,3,,,"8,c^c,c,c,8,9","x,N,c,c,8,9","cc,c,N,c,9","x,cc,c,8,9","4,o,N,c,c,9","4,o,N,c,a,2","cc,a,x","4,o,N,c,c,a,2","cc,c,o,N,c,8,9","2,a,x","x,o,N,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,1,4,,,"2,a,m","o,M,c,c,8,9","4,o,N,c,c,9","8,a,m","o,N,c,8,a,x","cc,c,8,9","4,o,N,c,8,9",x,"c^c,c,8,9","cc,c,M,c,c,9","o,N,c,c,9","x,o,Z","a,Z","a,x",$,$,$,$,$,$,$,$,$,$,$,$
111r,1,5,,,"2,a,m","c^c,c,c,N,c^c,9","o,x","c^c,c,8,9","cc,o,N,cc,c,9","x,N,c,9","o,M,a,n",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,2,1,W,8,"8,a,n","c^c,c,8,9","4,o,N,9","cc,c,8,9","4,o,N","c^c,c,8","o,x,cc,c,8,9","4,o,N,c,c,8,9","M,c,c,8,9","cc,8,9","N,c,c,8,9","4,o,M,cc,c,8,9","8,o,Z,9",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,2,2,,,"2,c^c,c,8,9","4,o,N,c,c,9","cc,c,c,M,c,c,9","o,M,c,c,9","x,cc,c,8,9","cc,o,x","c^c,c,c,o,x","4,o,N,c,o,8,9","Z,a,m","o,M,c,8,9","o,M,a,2","a,m","o,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,3,1,R,8,"8,a,m",o,"cc,c,8,a,n","8,o,m","cc,c,c,8,9","4,o,N,c,c,9","4,o,N,c,8,9","cc,c,N,c,c,9","o,M,c^c,c,8,9","x,N,c,c,o,x","x,N,c,c,9","4,o,M,cc,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,3,2,,,"9,cc,c,c,o,8,a,n","o,N,c,c,o","o,x,cc,c,8,9","x,cc,c,8,9","4,o,N,c,c,9","o,N,c,c,c,8,9","o,N,a,n","cc,c,8,9","cc,c,8,9","M,c,c,9","8,a,x","x,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,4,1,W,8,"9,N,c,c,8,a,m","c^c,c,N,a,n","c^c,c,8,9","4,o,N,c,a,Z","o,cc,c,9","Z,c,c,c,9","4,o,N,c,c,9","o,x,a,m+","cc,c,8,9","x,N,c,c,o,8,9","o,Z,a,m","o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,4,2,,,"8,c^c,c,9","x,N,c,c,8,9","x,N,c,c,8,9","cc,c,c,8,9","o,M,c,c,8,a,n","c^c,c,c,8,9","a,Z","a,c,N,c,9","c^c,N,a,i?,n?","cc,c,9","8,a,m","8,a,Z,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,4,3,,,"8,c^c,c,c,o","4,o,N,c,c,8,9","o,M,cc,c,8,c,9","x,c^c,c,9","x,N,c,c,9","o,M,c,c,9","4,o,N,c,c,8,9","o,M,c,o,x,a,i,Z","a,Z","c^c,c,8,a,Q","cc,c,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,5,1,R,8,"4,o,c^c,c,o","x,cc,8,9","x,c^c,c,8,9","o,x,N,c,c,c,8,9",x,Z,"a,x","cc,Z","o,Z","8,a,n","c^c,c,9","a,Z,a,n","cc,c,9","M,c,c,9","cc,c,o,8,a,m",$,$,$,$,$,$,$,$,$,$,$
111r,5,2,,,"8,cc,c,8,a,Z","o,M,c,c,9","x,cc,c,9","9,N,c,c,c,o,2","a,m","c^c,c,a,Z","o,M,c,c,8,9","M,c,8,a,Q","o,M,c,c,9","P2,cc,c,8,c,9","cc,c,8,9","x,cc,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,5,3,,,"c^c,c,c,o,8,a,Z","a,m","c^c,c,c,9","c^c,c,9","o,M,c,o,8,9","o,M,c,c,8,9","cc,c,9","8,a,m","o,M,c,o,x","o,M,c,8,a,Z","M,a,2","P2,cc,8,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,5,4,,,"8,cc,c,8,c^c,c,9","4,o,N,c,c,8,9","o,N,c,o,8,a,n","c^c,c,M","c^c,c,o,M,a,n,Q","o,M,c,a,x","M,c,9","x,N,c,c,9","c^c,c,c,8,9","c^c,M,a,Z","N,c,c,8,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,6,1,W,8,"o,M,c,2","x,cc,c,9","x,c^c,c,8,9","o,x,cc,c,o,8,9","4,o,N,c,c,9","cc,c,9","N,a,x","cc,c,N,c,c,8,9","o,M,c,c,8","N,c,c,8,9","o,M,a,Q",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,6,2,,,"8,o,m","c^c,c,c,M,c,c,9","o,M,c,o,8,9","4,o,cc,c,9","4,o,N,c,c,9","cc,c,9","M,c,c,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9","cc,c,a,x","x,o,N,c,c,8,9","x,cc,?,8",$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,6,3,,,"2,a,m","o,N,c,c,o,x","4,o,N,c,c,8,9","x,cc,c,9","x,cc,c,o,c,N,a,Q","o,o,m","cc,c,N,9","4,o,N,c,c,o,8,o,Z","cc,c,c,M,c,8,9","4,o,M,c,8,x","x,o,M,9",$,$,$,$,$,$,$,$,$,$,$,$,$,$,$
111r,7,1,R,9,"4,o,N,c,c,9","4,o,N,c,c,9","x,a,c,8,9","cc,c,c,M,c,9","cc,c,8,c,9","cc,c,o,x","M,c,c,8,9","o,N,c,c,8,9","4,o,N,c,c,8,9","o,N,c,c,9","cc,o","o,x","x,N,a,n,Q",$,$,$,$,$,$,$,$,$,$,$,$,$
111r,7,2,,,"8,a,m","o,N,a,Z","a,n","M,c,c,9","o,M,c,c,9","o,Y,o,Z","c^c,c,9","cc,c,9","N,a?","8,c,c,8,9","cc,c,o","8,a,n","c^c,c,c,M","a,Z","a,x",x,"cc,c,o,M,9,8,9",$,$,$,$,$,$,$,$,$
