MARC ID,URL,Publication Date,Title,Image Set ID,Publication Type,Collection,Author,Publisher,Publication Country,Publication Language,Accession Number,Source Library,Full Text - Image,Full Text,USTC Classification,Release Date
99839494,https://search.proquest.com/eebo/docview/2240864551,1518,"Here begynneth a ryght frutefull treatyse, intituled the myrrour of good maners co[n]teynyng the .iiii. vertues, called cardynall, compyled in latyn by Domynike Mancyn: and translate into englysshe: at the desyre of syr Gyles Alyngton knyght: by Alexander Bercley prest and monke of Ely.",3922,Book,"Early English Books, 1475-1640 (STC)","Mancinus, Dominicus, fl. 1478-1491.|Barclay, Alexander, 1475?-1552.","Imprynted by Rychard Pynson, prynter vnto the kynges noble grace: with his gracyous pryuylege, the whiche boke I haue prynted, at the instance of Rychard yerle of Kent",England,English,STC (2nd ed.) / 17242,British Library,Y,Y,Religious|Philosophy and morality,10/1/19
99839506,https://search.proquest.com/eebo/docview/2240873227,1518,[Portiforium seu breuiarium ad vsum insignis ecclesie Saru[m]],173072,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,s.n.,France,Latin,STC (2nd ed.) / 15814,Cambridge University Library,Y,N,Religious,10/1/19
99839513,https://search.proquest.com/eebo/docview/2240862975,1518,"Portiforium seu breuiarium ad vsum i[n]signis ecclesie Sarum castigatum, correctu[m], suppletum: ac nu[n]c prius s[e]c[un]d[u]m verissimu[m]; ordinalis exe[m]plar isuu[m] ordinem a peritissimis uiris redactu[m]: vna cu[m] directorii quod [et] Pica voca[n]t i[n]ter positio[n]e. adiu[n]cto de festiuitatu[m] d[i]uicaru[m] octauaru[m] feriarumq[ue] diuisione: per necessario indice.",3941,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,s.n.,France,Latin,STC (2nd ed.) / 15815,Cambridge University Library,Y,N,Religious,10/1/19
99839888,https://search.proquest.com/eebo/docview/2248568925,1518,Libellus sophistaru[m] ad vsum Oxonien[sis].,4348,Book,"Early English Books, 1475-1640 (STC)",Anon.,Per winandum de worde: hac in vrbe in patrochia scte [sic] brigide (in the flethe strete) ad signu[m] solis co[m]mo tantem,England,Latin,STC (2nd ed.) / 15578,British Library,Y,N,Philosophy and morality,10/1/19
99840154,https://search.proquest.com/eebo/docview/2240892836,1518,"Natura breuiu[m] newly corrected, with dyuers addicio[n]s of statutis: boke casis: plees in abatement[es] of the sayd writtes and theyr declaracions: and barris to the same: added and put in theyr places moste conuenient.",4627,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressus p[er] Richardum Pynson regium impressorum cum priuilegio a rege indulto,England,Romance (Other),STC (2nd ed.) / 18388,British Library,Y,N,Jurisprudence,10/1/19
99840216,https://search.proquest.com/eebo/docview/2240887212,1518,The fyfte eglog of Alexandre Barclay of the cytezen and vplondyshman. Here after foloweth the prologe.,4692,Book,"Early English Books, 1475-1640 (STC)","Barclay, Alexander, 1475?-1552.|Baptista, Mantuanus, 1448-1516.","In flete strete, at the sygne of sonne, by Wynkyn de Worde",England,English,STC (2nd ed.) / 1385,British Library,Y,Y,Poetry,10/1/19
99840831,https://search.proquest.com/eebo/docview/2240866358,1518,Sta[n]s puer ad mensa[m].,5369,Book,"Early English Books, 1475-1640 (STC)","Sulpitius Verulanus, Joannes, 15th cent.",Per wynandu[m] de worde invico anglice nu[n]cupato (the fletestrete) sub Solis intersignio [com]morante[m],England,Latin,STC (2nd ed.) / 23429,British Library,Y,N,"Courtesy, civil conversation, etiquette, sumptuary",10/1/19
99840834,https://search.proquest.com/eebo/docview/2240867707,1518,The copye of the letter folowynge whiche specifyeth of ye greatest and meruelous uisyoned batayle that euer was sene or herde of and also of the letter yt was sent frome the great Turke vnto our holy fad[er] ye pope of Rome,5372,Book,"Early English Books, 1475-1640 (STC)","Clere-Ville, Bartholomé de.",Be me John̄ of Dousborowe,Belgium,English,STC (2nd ed.) / 5405,Bodleian Library,Y,Y,History and chronicles,10/1/19
99841556,https://search.proquest.com/eebo/docview/2240881779,1518,Roberti Whittintoni lichfeldiensis gram[m]atices magistri [et] prothouatis anglie i[n] florentissima Oxoniensi academia laureati. Editio de concinnitate grammatices [et] constructione.,6146,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per winandu[m] de worde in vico vulgariter nuncupato (the fletestrete) apud intersigniu[m] solis,England,Latin,STC (2nd ed.) / 25545.5,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99841597,https://search.proquest.com/eebo/docview/2240868407,1518,Hymno[rum] cu[m] notis opusculu[m] diurno seruitio per totius anni circulu[m] appri[m]e necessariu[m]: et ad co[n]cine[n]tiu[m] co[n]fortatione[m]: secu[n]du[m] vsu[m] insignis ecclesie Sarisburie[n]sis,6191,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,Academia impressu[m]: ac ad lima[m] redactu[m] Impe[n]sis honesti viri Francisci byrchma[n] ciuis Coloniensis,France,Latin,STC (2nd ed.) / 16129,Cambridge University Library,Y,N,,10/1/19
99844714,https://search.proquest.com/eebo/docview/2248532982,1518,[Cocke Lorelles bote.],9550,Book,"Early English Books, 1475-1640 (STC)",Anon.,In the flete strete at the sygne of the sonne by Wynkyn de Worde,England,English,STC (2nd ed.) / 5456,British Library,Y,Y,"Adages, aphorisms, emblem books, jests, proverbs",10/1/19
99844819,https://search.proquest.com/eebo/docview/2240927219,1518,Here begynneth the lyfe of the gloryous vyrgyn and marter saynt Barbara,9665,Book,"Early English Books, 1475-1640 (STC)",Anon.,"By me Julyn Notary, dwellynge in Poules chirche yarde at the weste dore besyde my lorde of londons palayse, at the sygne of the thre kynges",England,English,STC (2nd ed.) / 1375,British Library,Y,N,Religious,10/1/19
99844919,https://search.proquest.com/eebo/docview/2240879873,1518,The crafte of graffynge & plantynge of trees,173063,Book,"Early English Books, 1475-1640 (STC)",Anon.,Wynkyn de Worde,England,English,STC (2nd ed.) / 5953,British Library,Y,N,"Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99845581,https://search.proquest.com/eebo/docview/2240929420,1518,Here begynneth a lyttell story that was of a trwethe done in the lande of Gelders of a mayde that was named Mary of Nem̄egen yt was the dyuels paramoure by the space of. vij. yere longe,10488,Book,"Early English Books, 1475-1640 (STC)",Anon.,By me Iohn̄ Duisbrowghe dwellynge besyde the camer porte,Belgium,English,STC (2nd ed.) / 17557,The Huntington Library,Y,N,Literature,10/1/19
99845601,https://search.proquest.com/eebo/docview/2248528898,1518,[Exornatorium curatorum.],10510,Book,"Early English Books, 1475-1640 (STC)","Peckham, John, d. 1292.",Wynkyn de Worde,England,Latin,STC (2nd ed.) / 10628,British Library,Y,N,Religious|History and chronicles,10/1/19
99845740,https://search.proquest.com/eebo/docview/2240928574,1518,"Be it knowen to all cristen people, that where ther is ... [p]orche of the Cathedrall Churche of Hareforde ...",10661,Book,"Early English Books, 1475-1640 (STC)","Anon.|Wolsey, Thomas, 1475?-1530.|Campeggi, Lorenzo, 1474-1539.|Hereford Cathedral. Porch and Chantry Chapel.",R. Faques,England,English,STC (2nd ed.) / 14077c.42,Marsh's Library,Y,Y,,10/1/19
99846104,https://search.proquest.com/eebo/docview/2240929285,1518,[Compendiu[m] questionum de luce [et] de lumine.],11049,Book,"Early English Books, 1475-1640 (STC)",Anon.,Impressu[m] in celiberima vniuersitate Oxonien[si] per me Ioannem Scolar,England,Latin,"Madan I, 30|STC (2nd ed.) / 5607",Cambridge University Library,Y,N,Religious,10/1/19
99846118,https://search.proquest.com/eebo/docview/2248527377,1518,Questiones moralissime super libros Ethicoru[m] eruditissimi viri Ioannis Dedicus ..,11064,Book,"Early English Books, 1475-1640 (STC)","Dedecus, John.",Per me Iohannem Scolar,England,Latin,Madan 29|STC (2nd ed.) / 6458,Cambridge University Library,Y,N,Philosophy and morality,10/1/19
99846703,https://search.proquest.com/eebo/docview/2240922546,1518,"[The boke of hawkynge, and hyntynge, and fysshynge]",11690,Book,"Early English Books, 1475-1640 (STC)","Berners, Juliana, b. 1388?",Wynkyn de Worde,England,English,STC (2nd ed.) / 3309.5,Bodleian Library,Y,N,"Heraldic works and genealogies|Games and recreations|Agriculture, viticulture, texts on hunting, veterinary science",10/1/19
99846743,https://search.proquest.com/eebo/docview/2240922517,1518,Tractat[us] p[er]breuis de materia [et] forma M[a]g[ist]ri Walteri Burlei doctoris plantissimi. Aliud perbreue co[m]pendiu[m] de relatiuis eiusdem doctoris vtile tamen admodum nouellis logicis.,11730,Book,"Early English Books, 1475-1640 (STC)","Burlaeus, Gualterus, 1275-1345?",Per me Ioannem Scolar in viculo diui Ioannis baptiste moram trahente[m],England,Latin,"Madan, I, p.5|STC (2nd ed.) / 4123",Bodleian Library,Y,N,Philosophy and morality,10/1/19
99846830,https://search.proquest.com/eebo/docview/2240941906,1518,These be the articles of the popes Bulle vnder leade translated from latyn into englisshe,11822,Book,"Early English Books, 1475-1640 (STC)","Sargy, J.",Richard Pynson,England,English,STC (2nd ed.) / 14077c.133,British Library,Y,Y,Religious,10/1/19
99846940,https://search.proquest.com/eebo/docview/2240901288,1518,Roberti Whittintoni lichfeldiensis: gra[m]matices magistri et prothouatis Anglie in florentissima Oxoniensi achademia laureati: lucubrationes,11939,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",[Per Wynandum de Worde impressa,England,Latin,STC (2nd ed.) / 25527.5,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99848014,https://search.proquest.com/eebo/docview/2240923619,1518,Nychodemus gospell,13086,Book,"Early English Books, 1475-1640 (STC)",Anon.,in the Fletestrete at the signe of the Sonne by wynkyn de worde,England,English,STC (2nd ed.) / 18568,British Library,Y,N,Religious,10/1/19
99848314,https://search.proquest.com/eebo/docview/2248521180,1518,"[Ort]us vocabuloru[m] alphabetic[o ordine fere] omnia que in Catholico[n], Breui[loquo, C]ornucopia, Gemma vocabulor[um], [atque Medu]lla gra[m]matice [ponu]ntur cum vernacule [lingue] Anglicane expositione[m] continens.",13399,Book,"Early English Books, 1475-1640 (STC)","Anon.|Galfridus, Anglicus, fl. 1440","P[er] wyna[n]du[m] de worde, hac in vrbe in parrochia sa[n]cte Brigide (in the flete-strete) ad signu[m] solis mora[m] trahentem",England,Latin,STC (2nd ed.) / 13834,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages|Linguistics and philology",10/1/19
99849000,https://search.proquest.com/eebo/docview/2248568052,1518,"Oratio Richardi Pacei in pace nuperime composita et fœdere percusso: inter inuictissimum Angliæ regem, et Francorum regem christianissimum in æde diui Pauli Londini habita",14128,Book,"Early English Books, 1475-1640 (STC)","Pace, Richard, 1482?-1536.","Anno Verbi incarnati. M.D.xviij. nonis Decembris per Richardum Pynson regium impressorem cu[m] priuilegio a rege indulto, ne quis hanc orationem intra biennium in regno Angliæ imprimat: aut alibi impressam, et importatam in eodem regno Angliæ vendat",England,Latin,STC (2nd ed.) / 19081a,British Library,Y,N,History and chronicles,10/1/19
99850107,https://search.proquest.com/eebo/docview/2240875946,1518,[Virgilius This boke treath [sic] of the lyfe of Virgilius and of his deth and many maruayles that he dyd in hys lyfe tyme by whychcrafte ...],15291,Book,"Early English Books, 1475-1640 (STC)",Anon.,By me Ioh[a]n Doesborcke dwellynge at y[e] the camer potte,Belgium,English,STC (2nd ed.) / 24828,Bodleian Library,Y,N,Literature|Classical authors,10/1/19
99852395,https://search.proquest.com/eebo/docview/2264198819,1518,De termino Hillarii. Anno regni Regis Edwardi tertii. Post conquestum Anglie. Quadragesimo septimo [sic].,17713,Book,"Early English Books, 1475-1640 (STC)",Anon.,Imprimendus in edibus Richardi Pynson Regi impressoris,England,Romance (Other),"Beale, J.H.  Engl. law, R1|STC (2nd ed.) / 9553",British Library,Y,N,Jurisprudence|Literature,10/1/19
99853887,https://search.proquest.com/eebo/docview/2240933850,1518,"Cutheberti Tonstalli in laudem matrimonii oratio habita in sponsalibus Mariae potentissimi regis Angliæ Henrici octaui filiæ, et Francisci Christanissimi Francorum regis primogeniti.",19286,Book,"Early English Books, 1475-1640 (STC)","Tunstall, Cuthbert, 1474-1559.",Anno verbi incarnati. M.D.xviij. Idibus Nouembris per Richardum Pynson,England,Latin,STC (2nd ed.) / 24320,The Huntington Library,Y,Y,"Political tracts|Religious|Marriage, the debate on women",10/1/19
99856763,https://search.proquest.com/eebo/docview/2240866638,1518,Legende totius anni tam de te[m]pore [qui] de sanctis secu[n]dum ordinem Sa[rum].,177470,Book,"Early English Books, 1475-1640 (STC)",Anon.|Catholic Church.,per vvolfgangum hopylium. Impensis honesti viri Fra[n]cisci byrckman ciuis Colonien [i.e. London],France,Latin,STC (2nd ed.) / 16137,Cambridge University Library,Y,N,,10/1/19
99856770,https://search.proquest.com/eebo/docview/2248504193,1518,[Prenonstica effectuum celestium influentiarum corpora inferiora regulantium],22395,Book,"Early English Books, 1475-1640 (STC)","Laet, Jaspar, fl. 1492-1530.",[J. Scolar,England,Latin,Madan I. p. 6|STC (2nd ed.) / 470.4,Cambridge University Library,Y,N,"Calendars, almanacs and prognostications",10/1/19
99857244,https://search.proquest.com/eebo/docview/2264225767,1518,Roberti Whittintoni lichfeldiensis gra[m]matices magistri [et] prothouatis Anglie in florentiss ma [sic] Oxoniensi academia laureati. Editio de concinnitate grammatices [et] co[n]structione,178609,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Per wynandu[m] de worde in vico vulgariter nu[n]cupato (the fletestrete) sub intersignio solis,England,Latin,STC (2nd ed.) / 25545,The Huntington Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99857479,https://search.proquest.com/eebo/docview/2240891596,1518,De heteroclytis nominibus Editio Roberti Whittintoni lichfeldie[n]sis grammatice magistri: [et] prothouatis anglie in florentissima Oxoniensi achademia laureati: de heteroclitis nominibus et gradibus comparationis. Tetrastichon eiusdem ad lectorem. ...,23223,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressa p[er] Wynandu[m] de Worde in vico anglice nu[n]cupato (the fletestrete) ad signu[m] solis co[m]morante[m] explicit,England,Latin,STC (2nd ed.) / 25459.11,Bodleian Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99857483,https://search.proquest.com/eebo/docview/2240881647,1518,Here begynneth the kalender of shepardes,23227,Book,"Early English Books, 1475-1640 (STC)",Anon.,Printed by Julian Notary,England,English,STC (2nd ed.) / 22410,The Huntington Library,Y,N,"Calendars, almanacs and prognostications",10/1/19
99857635,https://search.proquest.com/eebo/docview/2240899253,1518,Robert [sic] wihttintoni [sic] lichfeldiensis gra[m]matices magistri [et] prothouatis Anglie in florentissima Oxoniensi achademia laureati de octo partibus orationis Roberti whittintoni distichon. Grammatice fautrix reliquas dat adire sorores Pegasidum pulses hac sine sero fores. Facu[n]dissimi remacli florenatis hexasticho[n]. Gra[m]maticen quisquis magnam aspernaris auena[m] nec cupis e tanto grammine principium. Lege itidem parili reliquas postpone sorores quas tibi muemosines [sic] sancta propago dedit. Prima trahit partus primordia diua loquendi ad sociasq[ue] huius ianua prima patet,23400,Book,"Early English Books, 1475-1640 (STC)","Whittington, Robert, d. ca. 1560.",Impressus p[er] me wyna[n]du[m] de worde in vico anglice nu[n]cupato (the Fletestrete) in intersignio solis co[m]morantem,England,Latin,STC (2nd ed.) / 25498.7,British Library,Y,N,"Dictionaries, vocabularies, phrase books, instruction in foreign languages",10/1/19
99891705,https://search.proquest.com/eebo/docview/2240916587,1518,These be the articles of the popes Bulle vnder leade translated from latyn into englisshe.,194262,Book,Tract Supplement,"Sargy, J.",Richard Pynson,England,English,Early English books tract supplement interim guide / C.18.e.2[8]|STC (2nd ed.) / 14077c.133,British Library,Y,N,"Ordinances, edicts, proclamations|Religious",10/1/19
