folio,par,line,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26
,,13,"8,cc,o,Z","cc,o,x,8,a,Z","o,N,o,x","8,a,m",,,,,,,,,,,,,,,,,,,,,,
,,14,"9,cc,i,o,Z","cc,o,Z","o,c,M,c,a,Q",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7r,1,1,"P1,cc,o,8,a,m","c^c,o,P2,cc,c,9","4,N,o","c^c,c,9","4,o,o,2","c^c,c,c,9","cc,a,Z,o,cc,9",,,,,,,,,,,,,,,,,,,
,,2,"8,cc,c,c,9","N,c,o",Z,"c^c,o,Z","8,o,x,8","8,cc,c,9","N,cc,c,9","o,M,cc,9","cc,c,o,8,9",,,,,,,,,,,,,,,,,
,,3,"o,cc,c,c,2","cc,c,o,8,a,m","c^c,c,c,9","9,M,cc,c,c,9","4,o,M,cc,9","cc,a,x,8",,,,,,,,,,,,,,,,,,,,
,,4,"4,o,N,cc,o","cc,o","x,o,cc,c,9","8,a,m","9,cc,c,9","N,cc,o,2","o,8,a,m",,,,,,,,,,,,,,,,,,,
,,5,"o,a,n,Z","o,M,a,m",,,,,,,,,,,,,,,,,,,,,,,,
,2,1,"N,c^c,o,x,o","c^c,c,9","4,o,M,o,c,c,2","cc,N,o,x,8,9","o,M,cc,o,Z","cc,o,a,m",,,,,,,,,,,,,,,,,,,,
,,2,"8,c^c,o,9","c,M,c,o,x","cc,o,x","o,M,cc,o,x","8,a,n","c^c,o,8,9","c^c,o,x","cc,o,M,cc,9",,,,,,,,,,,,,,,,,,
,,3,"o,N,cc,c,9","8,c,c,c,c,2,c","cc,o,M,9","4,o,N,cc,9","c^c,o,x","N,c,c,9","cc,o,M,9,","8,a,n",,,,,,,,,,,,,,,,,,
,,4,"4,o,N,c,cc,9","o,x","cc,o,m","cc,o,x","c,P2,c,c,9","c^c,c,N,c,9","cc,o,cc,9","N,cc,o,8",,,,,,,,,,,,,,,,,,
,,5,"2,cc,a,n","cc,o,Z","8,a,m","cc,c,N,c,9",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7v,1,1,"P2,o,x,9,c^c,9","c^c,c,9","M,cc,o,8,9","4,o,P2,cc,9","o,M,c^c,o,x","8,9,8,a,m","M,c^c,o,8,o,8,9",,,,,,,,,,,,,,,,,,,
,,2,"cc,o,cc,9","c,M,c,9","8,a,m","4,o,N,9","cc,c,P2,cc,9","8,a,m","c,M,c,o,x","c,M,c,9","c,M,c,8",,,,,,,,,,,,,,,,,
,,3,"4,o,N,cc,9","8,9,N,cc,9","cc,N,c,c,9","N,c^c,9","N,9","M,9","8,o,Z","cc,c,c,9","o,x","cc,c,ox,8,9",,,,,,,,,,,,,,,,
,,4,"cc,o,M,c,c,c,c","o,c,c,a,Z","cc,o,2,cc,9","8,a,n","c^c,o","N,c^c,9","c^c,o,x","8,c,c,c,2","8,o,x",,,,,,,,,,,,,,,,,
,,5,"8,cc,o,8,a,m","4,o,M,cc,9","cc,c,c,9","M,cc,c,c,9",,,,,,,,,,,,,,,,,,,,,,
,2,1,"N,cc,o,Z","c^c,c,o,8","c^c,c,o,8,a,m","c^c,o,8,a,m","o,N,c^c,o,x,c^c,o,x","8,a,i,Z","4,o,2",,,,,,,,,,,,,,,,,,,
,,2,"o,N,c^c,o,8,c,c,c,c","cc,o,Z","cc,c,o,Z","o,8,a,m","c^c,o,M,cc,o","8,o,x","8,o,x","8,o,Z","a,m",,,,,,,,,,,,,,,,,
,,3,"4,o,M,c,c,c,o",Z,"cc,o","cc,c,c,o,8,9","4,o,M,cc,c,9","M,c,9","o,N,cc,o,Z","8,a,m",,,,,,,,,,,,,,,,,,
,,4,"c^c,o","N,c,c,o","8,a,n,Z","cc,o,N,cc,9","8,o,Z","8,c,o,x","8,9","8,o,x,8,a,m",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8r,1,1,"P2,c^c,o,x","cc,o,Z","o,M,c^c,a,x","cc,o,P2,9","c,P2,c,a,x","cc,o,8,9","c^c,9","c,P1,c,o,8,a,Z","c^c,o,Z",,,,,,,,,,,,,,,,,
,,2,"M,cc,M,9",c^c,"N,c,c,c,a,x,2","c^c,o","o,N,cc,c","8,o,8,cc,9","8,a,n","a,x",,,,,,,,,,,,,,,,,,
,,3,"cc,o,8,a,Z","c^c,9","2,9","cc,o,8,a,m","c^c,o,N,cc,9","cc,o,Z,8,9",,,,,,,,,,,,,,,,,,,,
,,4,"4,o,M,o,Z","cc,o,Z","cc,o,Z","c^c,c,c,9","8,cc,o,x","c^c,c,2,c,8","cc,o,P1","cc,9","8,a,Q",,,,,,,,,,,,,,,,,
,,5,"o,N,cc,c,9","8,o",Z,"cc,c,c,c,9","8,9,N,9","2,cc,o","cc,N,9","c,N,o,o,a,m","cc,9,M,a,m",,,,,,,,,,,,,,,,,
,,6,"M,o,c^c","c,N,cc,c,c,9","N,o,x,M,o,x,8,9","c^c,9","cc,o,c,M,9","cc,c,c,o,8,9,2,a,x",,,,,,,,,,,,,,,,,,,,
,,7,"cc,o,M,o","N,cc,o,a,i","cc,o,o,Z","8,a,i",,"8,cc,o","8,a,m",,,,,,,,,,,,,,,,,,,
,2,1,"M,cc,o,c,P2","c^c,o,P2,cc,c,c,9","P2,cc,c,9","o,P1,cc,c,9","8,c^c,c,c,9","c^c,o,x,8,a,m","c^c,o,Z",,,,,,,,,,,,,,,,,,,
,,2,"8,a,m","cc,c,c,9","M,c,c,o,8,a,i","8,9","cc,c,o","c,M,c,9","o,N,c^c,c,o","8,o,x","8,a,i,Z,Q",,,,,,,,,,,,,,,,,
,,3,"c^c,o,x","cc,c,o,8,a,m","8,a,m","8,o","9,M,cc,o,8,9","cc,o,M","cc,o,M,9","o,M,a,Z,m",,,,,,,,,,,,,,,,,,
,,4,"4,o,cc,o,8,a,m","c^c,o,M,o,N,o,8,9","cc,o,M,o,x",,"o,N,o,N,cc,o,8,Q",,,,,,,,,,,,,,,,,,,,,
,3,1,"c,M,c,o","c,M,c,9","c^c,o,x","cc,o,P1,[9?],8,9","c^c,o","c^c,c,9","N,c^c,c,9","x,o,8,9","cc,o,x,a,x",,,,,,,,,,,,,,,,,
,,2,"8,cc,c,9","c,N,c,o,x","cc,o,x","cc,c,9","N,c,c,2","cc,9","c,M,o,8,a,m","8,o,x","8,a,m,Z,cc,9","c,N,c,9",,,,,,,,,,,,,,,,
,,3,"9,cc,c,9","N,cc,?,N,cc,9","cc,2,c,9","N,cc,9","2,cc,c,a,m","c,M,c,a,i,cc,a,Z","c,M,c,9","8,a,Z",,,,,,,,,,,,,,,,,,
,,4,"cc,o,x","8,cc,9","4,o,N,a,Z","cc,x","a,m","cc,c,a,i","c,N,9","cc,a,Z","cc,a,m",,,,,,,,,,,,,,,,,
,,5,"o,N,a,Z","c,P1,c,a,m","cc,a,m","c,x","8,a,m","cc,o,Z","cc,a","Z,cc,c,a,x,cc,a,Q",,,,,,,,,,,,,,,,,,
,,6,"2,a,i,Z","cc,c,a,n","c,P2,c,o,x","8,a,Z","c^c,o,x","N,a,m","c^c,o,x","N,a,m","8,a,i,N,a,Q",,,,,,,,,,,,,,,,,
,,7,"o,Z","cc,o,N,c,2,c,9","c^c,c,9","o,N,a,x","cc,a,x",,"2,cc,o,x","2,a,i,Q",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8v,1,1,"cc,M,o,8","2,o,o,c,M,c,?","2,o,x","c^c,o,x","o,M,o,x","cc,o,x","o,P2,cc,c,a,m","o,P2,9,8,a,m","2,a,m",,,,,,,,,,,,,,,,,
,,2,"c^c,c,M,c,a,x,","2,a,Z","cc,o,Z","c^c,c,a,m","c^c,o,Z","cc,9,N,cc,9","o,M,a,m","c,M,9",,,,,,,,,,,,,,,,,,
,,3,"4,o,8,9","cc,c,a,x","2,9","cc,o,Z,9","cc,c,a,Z","c^c,o,x","cc,a,m","c^c,a,m","8,o,x,a,Z",,,,,,,,,,,,,,,,,
,,4,"8,c^c,o,x","c^c,o,x","8,a,x","cc,c,a,i","c,M,c,a,Z","c^c,c,a,x,9","8,a,m","cc,a,Z,9",,,,,,,,,,,,,,,,,,
,,5,"cc,o,x","cc,o,x,8,a,Z","o,M,cc,a,Z","c,M,a,m","c,M,c,o,x","8,a,Z",,,,,,,,,,,,,,,,,,,,
,,6,"8,a,m","c,M,c,a,i","9,M,cc,9","cc,o,9,N,a,m","8,a,n","a,Z",,,,,,,,,,,,,,,,,,,,
,,7,"c^c,o","N,cc,o,x","8,a,Z","c^c,c,9","c,M,c,a,Z","cc,o,M,a,n","Z,9",,,,,,,,,,,,,,,,,,,
,,8,"o,N,cc,o,x,N,c^c","cc,o,x","cc,o,x","cc,o,x","c,M,c,a,m","8,a,n",,,,,,,,,,,,,,,,,,,,
,,9,"c^c,o,x","o,Z,cc,x","cc,o,N,cc,9","cc,o,x","c,M,c,o,Z","cc,a,m",,,,,,,,,,,,,,,,,,,,
,,10,"2,cc,a,Z,cc,9","o,cc,2,o,8,9","N,cc,c,9","P2,cc,9","c,P2,c,a,Z,o,Q",,,,,,,,,,,,,,,,,,,,,
,,11,"2,o,Z,a,n",,,,,,,,,,,,,,,,,,,,,,,,,
,2,1,"P2,cc,a,Z","cc,o","Z,o,x","8,a,x","c^c,c,a,Z","cc,c,c,o,M,a,m","cc,a,x","8,a,m",,,,,,,,,,,,,,,,,,
,,2,"N,cc,o,Z","o,M,cc,a,Z","o,N,9","cc,o,N,a,n","N,c,o,N,9","o,M,o,Z,cc,9","2,a,M,a,Z",,,,,,,,,,,,,,,,,,,
,,3,"c^c,o,Z","o,N,o,x","x,o,N,a,m","c^c,o,x","N,o,x","cc,a,Z","c,M,c,c,9","M,cc,9","c,N,c,a,Q",,,,,,,,,,,,,,,,,
,,4,"o,Z","cc,o,x","cc,a,i","cc,c,N,9","cc,o,Z","cc,c,a,n","cc,a,Z","cc,c,c,N,9","cc,o,Z","Z,9",,,,,,,,,,,,,,,,
,,5,"cc,a,Z","cc,c,a,Z","cc,c,a,Z","o,M,c,c,9","8,cc,o,Z","cc,o,8,c,9","cc,o","Z,a,m",,,,,,,,,,,,,,,,,,
,,6,"8,a,n","cc,c,a,Z","8,a,m",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9r,1,1,"M,9,8,x,o","cc,o,x,9","c,M,c,o,Z","o,Z,cc,c,9",2,"c^c,9","o,8,a,m","2,a,Z,9",,,,,,,,,,,,,,,,,,
,,2,"o,9,N,c,c,9","cc,o,x,9,M,a,m","o,N,cc,o,8,9","M,o,c,o,N,9","o,N,a,m","8,9",,,,,,,,,,,,,,,,,,,,
,,3,"M,o,m","c,P2,c,9","4,o,M,o,8","o,M,a,m","c,M,c,9","o,N,o,Z","cc,c,9",,,,,,,,,,,,,,,,,,,
,,4,"9,c^c,9","cc,o,N,cc,o","cc,c,M,c,o,8","c^c,o,Z","c^c,a,m","o,M,a,Z","8,o,Z",,,,,,,,,,,,,,,,,,,
,,5,"8,a,m","cc,o,Z","2,o,Z","c,M,c,9","cc,o,N,a,m","c^c,o,x","8,c^c,o,x,8,9",,,,,,,,,,,,,,,,,,,
,2,1,"P2,c^c,o,a,n","c,M,c,9,a,m","o,N,a,n,Z","c,P1,c,a,8,o,2,a,x","c^c,a,Z","2,9","c^c,9,8,a,x","cc,8,9",,,,,,,,,,,,,,,,,,
,,2,"o,Z","cc,o,x","cc,9,M,cc,9","M,cc,o,x","9,M,a,Z","4,o,M,o,x","cc,9,N,9","cc,o,8,a,Z","a,m",,,,,,,,,,,,,,,,,
,,3,"4,o,M,cc,o","4,o,N,cc,9","c,M,c,c,9","N,o,Z,a,m","o,N,a,n,8","8,a,x",2,"o,x","c^c,o","c,M,c,9",,,,,,,,,,,,,,,,
,,4,"o,cc,o","c,M,c,9","cc,o,c,M,o,9","cc,o,8,9,N,cc,9","2,a,m","8,cc,9","8,a,m",,,,,,,,,,,,,,,,,,,
,,5,,"9,M,cc,a,Z","o,Z,a,m","cc,N,a,Z",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9v,1,1,"P1,o,cc,o,Z","o,P2,o,Z,o,8,9","o,P2,9","c^c,o,Z","8,a,m","4,o,P2,cc,9,P2,cc,o","4,o,P1,o,x","c^c,o,x","c,P1,c,o,x","8,a,m",,,,,,,,,,,,,,,,
,,2,"8,cc,o,Z","4,o,a,m","cc,N,a,m","c,M,c,o,Z","cc,o,x","cc,o,Z","c,P2,c,o,x","8,9","o,M,9","4,o,N,a,m","8,9",,,,,,,,,,,,,,,
,,3,"9,N,c,9","cc,o,Z","9,N,a,m","8,a,m","c,M,c,9","o,M,a,m","o,N,9","o,c,c,c,2","8,a,m",,,,,,,,,,,,,,,,,
,,4,"9,M,c,9","M,cc,9","M,a,m","c,M,c,o,Z","o,M,o,x","o,M,9","M,o,x,8,9",,,,,,,,,,,,,,,,,,,
,2,1,"P2,cc,o,Z","9,P2","cc,c,c,9","4,o,M,o,Z","9,P2,cc,9","o,x,c,P1,c,o,x,9","M,c,a,Z","cc,M,9","8,a,m+",,,,,,,,,,,,,,,,,
,,2,"o,8,o,x","cc,o,9","N,c^c,c,o,8,9","cc,o,8,9","8,a,n","o,M,cc,9","c,M,c,o,8","9,N,?",,,,,,,,,,,,,,,,,,
,,3,"4,o","cc,o,x","cc,o,x","c,M,cc,9","8,a,m","o,M,a,x","8,o,Z","8,a,i,Q",,,,,,,,,,,,,,,,,,
,,4,"2,o,m","8,a,m","4,o,N,cc,o","Z,o,N,9,8","8,a,x,9",,,,,,,,,,,,,,,,,,,,,
,,5,"8,a,m","cc,9","M,a,Z","cc,9,M,9","8,a,Z,9","9,M,o,x,8,9",,,,,,,,,,,,,,,,,,,,
,,6,"o,M,9","N,cc,o,x","cc,o,x","cc,9","N,9,N,9",,,,,,,,,,,,,,,,,,,,,
,,7,"9,cc,o,Z","cc,c^c,o,M,9","o,N,9,N,a,m",,,,,,,,,,,,,,,,,,,,,,,
,,8,"cc,N,a,m","c,N,c,9","cc,o,Z",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10r,1,1,"P2,cc,o,c,M,c,9","c^c,o,Z","o,c,M,c,o,8,9","cc,o,Z,cc,9","P2,cc,o,8,o,x","cc,o,P2,cc,a,x","9,P2,cc,N,o,Q",,,,,,,,,,,,,,,,,,,
,,2,"8,cc,c,9","c,M,c,o,o,Z","cc,a,Z","cc,M,9","o,2","cc,a,i,Z","o,M,9,M,cc,o,x","o,N,9","8,a,m","c,M,9,8",,,,,,,,,,,,,,,,
,,3,"4,o,M,o,Z","o,M,cc,9","8,a,m","cc,o,c,M,c,9","4,o,M,cc,9","cc,o,x","o,Z","9,M,9","8,9","8,9",,,,,,,,,,,,,,,,
,,4,"2,o,Z","cc,a,m","cc,c,M,c,9","c,M,c,o","c,N,c,9","o,Z","a,m","cc,M,cc,o,Z","8,o,n,Z","o,8,9",,,,,,,,,,,,,,,,
,,5,"4o,N,cc,9","4,o,M,cc,o,x","cc,o,x","c,M,c,9",,,,,,,,,,,,,,,,,,,,,,
,2,1,"9,cc,c,o,Z","c,M,c,9","cc,o,Z","c,M,c,a,m","4,o,c,M,c,o,x,9","8,9","cc,9","M,a,m","c^c,9",,,,,,,,,,,,,,,,,
,,2,"8,cc,9","4,o,N,cc,o,x","9,N,cc,a,m","9,M,9","8,a,m","c,M,?","8,a,n","8,a,i,Z","a,Q",,,,,,,,,,,,,,,,,
,,3,"4,o,M,cc,o,Z","cc,o,Z","o,M,o,x","cc,o,x","cc,o,x,o,Z","cc,o,x","8,a,m","8,a,Z",,,,,,,,,,,,,,,,,,
,,4,"o,9,N,cc,o,Z","c^c,o,Z","cc,o,Z","cc,9","N,a,m+","8,9","cc,o,8,a,m",,,,,,,,,,,,,,,,,,,
,,5,"o,4,o,M,a,Z","o,M,o,Z","c,P1,c,9","c,M,c,o,Z","o,2,a,n","9,M,o,m",,,,,,,,,,,,,,,,,,,,
,,6,"3,o,M,cc,o","c^c,o,Z","4,o,M,9","4,o,M,o,Z","c,M,c,9",8,"o,M,a,Z",,,,,,,,,,,,,,,,,,,
,,7,"3,o,8,a,m","8,a,m","4,o,M,cc,9","4,o,M,o,Z",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10v,1,1,"P2,a,m","8,a,m","c^c,c,o","P2,cc,c,c,9","4,o,M,9","8,a,m","c,M,c,o,Z","o,M,9,8,9","2,a,n",,,,,,,,,,,,,,,,,
,,2,"8,a,n","8,a,m","c,N,c,9","cc,c,M,c,o,Z","cc,o,m","4,o,M","cc,o,8,a,m","c,M,c,9","8,a,m",,,,,,,,,,,,,,,,,
,,3,"8,c^c,o","9,M,c,9","N,cc,o,x","o,x","M,9","cc,o,x","8,9",,,,,,,,,,,,,,,,,,,
,2,1,"4,o,M,cc,9,M,o,Z","c^c,o,m","8,a,m","4,o,M,cc,c,9","c^c,c,M,c,c,9","9,M,o,Z","8,a,n",,,,,,,,,,,,,,,,,,,
,,2,"c^c,o","9,N,c,c,9","8,a,m","4,o,M,cc,9","4,o,M,o,Z","cc,o,x","8,a,m","4,o,N,cc,9,N,9",,,,,,,,,,,,,,,,,,
,,3,"c^c,o,m","cc,o,?","c^c,c,M,c,9","4,o,M,9","4,o,M,o,m","4,o,N,o,x","cc,o,Z","a,m",,,,,,,,,,,,,,,,,,
,,4,"4,o,N,o,x","cc,9,N,9","cc,o,x","cc,c,N,9","8,a,m","8,a,n","cc,c,N,c,a,i",,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11r,1,1,"M,c^c,o,x","2,cc,o,a,x","c,P1,c,9","c^c,P1,9,8,a,m","c,P2,c,9","c^c,c,9","M,cc,o,8,9","c^c,o,9,M,9",,,,,,,,,,,,,,,,,,
,,2,"2,o,c,M,c,o,8,9","4,o,8,a,Z,9","N,c^c,9","8,a,m","9,M,cc,9","9,M,cc,o,N,9","N,cc,o,x","8,a,m",,,,,,,,,,,,,,,,,,
,,3,"4,o,M,9","cc,o,x","c,M,c,9","8,a,Z","9,N,9,cc,9","cc,o,M,9","8,a,n","cc,a,m","8,a,m","8,o,?",,,,,,,,,,,,,,,,
,,4,"8,cc,o,x","cc,9","N,cc,9","8,9","8,a,m",,,,,,,,,,,,,,,,,,,,,
,2,1,"M,cc,o,x","cc,o,Z","c^c,o,Z","8,N,9","c^c,P2,c,9","8,a,m","c,M,c,9","8,9","cc,o,8,x","8,a,m",,,,,,,,,,,,,,,,
,,2,"o,8,x","8,2,9","o,M,o,x","cc,a,m","9,N,cc,o,Z","8,a,i,Z","cc,o,8,9","c,M,c,9",2,"8,a,m",,,,,,,,,,,,,,,,
,,3,"4,o,M,cc,9","o,N,cc,o,x","c,M,c,9","8,9",,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11v,1,1,"P2,o,x,8,cc,o,8,9","c^c,c,P2,c,9","c^c,o,Z,8,9","4,o,M,9","c^c,o,x","c,P2,c,a,Z","8,a,i,9",,,,,,,,,,,,,,,,,,,
,,2,"c^c,o,x","8,9","cc,c,N,c,9","c^c,c,M,c,9","8,a,m","8,a,Q","9,N,cc,9","8,a,n","8,cc,9",,,,,,,,,,,,,,,,,
,,3,"o,M,cc,o,Z","8,9","N,cc,9","M,cc,9","8,a,Z","4,o,N,cc,8","o,N,9","cc,o,x","8,9","8,9",,,,,,,,,,,,,,,,
,,4,"4,o,N,cc,o,Z","c,o,x,o,x,a,Z","cc,9,N,9","8,cc,9","4,o,N,9","c,M,c,0","M,cc,c,9","M,a",,,,,,,,,,,,,,,,,,
,,5,"2,o,9,8,9","4,o,M,c,c,9","4,o,M","cc,o,Z","8,9","8,8,9","c,M,c,o,Z","c^c,9,a,Z,Q",,,,,,,,,,,,,,,,,,
,,6,"9,cc,c,o,Z","N,c^c,o","8,o,Z","c,M,c,c,9",2,"cc,o,x,8",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13r,1,1,"M,o,Z,c^c,o,Z","o,P2,cc,9","c^c,o,x","8,9","4,o,P2,cc,9","c^c,o,x","o,P2,cc,o,Z","8,9,P2,cc,9","8,cc,Q",,,,,,,,,,,,,,,,,
,,2,"8,cc,o,x","cc,o,x","8,o,x","c^c,N,cc,9","9,8,a,x","c^c,9","9,N,cc,9","4,o,M,?,c,9","8,a,m",2,9,,,,,,,,,,,,,,,
,,3,"2,9","8,cc,o,Z","c^c,a,m","o,c,c,c,2","9,N,o,Z","cc,o,Z","9,M,c^c,9","9,N,cc,9","N,cc,9","8,a,Z",,,,,,,,,,,,,,,,
,,4,"4,o,8,cc,9","9,M,cc,9","o,M,cc,o,Z",,,,,,,,,,,,,,,,,,,,,,,
,2,1,"c^c,o,Z,o,8,o","c^c,9","M,c^c,9","N,cc,o,x","N,cc,o,x","8,P2,cc,9","4,o,P2,cc,9","o,M,cc,o,x","c,P2,c,o,x,8,9",,,,,,,,,,,,,,,,,
,,2,"M,cc,a,Z","8,o,Z","8,a,m","4,o,M,cc,o,x","o,N,cc,9","o,N,cc,o,Z,o,m","cc,c,N,c,9",8,,,,,,,,,,,,,,,,,,
,,3,"8,cc,9","4,o,N,9","cc,o,x","8,9","4,o,N,c,9","8,o,x,8,9","o,N,cc,o,Z","8,o,a,m",,,,,,,,,,,,,,,,,,
,,4,"c^c,o","cc,9","4,o,N,cc,9","M,o,Z,cc,9","N,cc,N,9",2,"o,N,cc,c,9","8,a,m",,,,,,,,,,,,,,,,,,
,,5,"o,x,8,9","c^c,c,9","cc,a,x","8,a,m","9,N,o,x,9","o,N,cc,a,x","8,a,x,8,9",,,,,,,,,,,,,,,,,,,
,,6,"2,o,M,cc,9","N,cc,9","o,N,o,Z,o,Z,9",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13v,1,1,"N,o,a,i,Z","cc,M,o,m","o,M,cc,9","N,cc,o,8","o,M,o,x","o,M,cc,9","o,c,M,c,o,2",,,,,,,,,,,,,,,,,,,
,,2,"o,N,o","4,o,N,o,x","cc,o,8,a,x","c,M,cc,o,x","c,P2,c,o,x","cc,o,M,9",,,,,,,,,,,,,,,,,,,,
,,3,"4,o,N,cc,9","4,o,N,o,8","cc,9","o,M,cc,9","c,M,c,o,8,9",,,,,,,,,,,,,,,,,,,,,
,,4,"o,x,2","cc,c,9","o,N,o,2","o,a,m","o,N,c^c,9","4,o,c,N,9",,,,,,,,,,,,,,,,,,,,
,,5,"4,o,N,9","8,a,m",,,,,,,,,,,,,,,,,,,,,,,,
,2,1,"P1,o,x,8,a,m","o,x,c,P2,c,9","c^c,o,x","8,9","o,M,9","c^c,o,Z","4,o,M,9,8","8,a,i,Z,o,8",,,,,,,,,,,,,,,,,,
,,2,"8,a,n","o,N,a,x","cc,9","4,o,N,cc,o,Z,9","8,cc,9","N,o,N,9,8,a,m","c^c,o,i",,,,,,,,,,,,,,,,,,,
,,3,"o,M,cc,9","8,a,m","9,8,a,n","9,N,o,x","o,N,cc,9","o,N,a,x,8","8,9,M,a,m",,,,,,,,,,,,,,,,,,,
,,4,"M,cc,M,o,8","o,M,a,x","c,M,c,o,Z","9,M,a,x",9,"cc,o,","M,a,x","c^c,o","4,o,c,M,c,9",,,,,,,,,,,,,,,,,
,,5,"9,o,x","cc,9","N,cc,c,9","N,cc,o,Z","8,a,Z",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14r,1,1,"P2,cc,o,8,a,m","cc,o,P2,o,x","c^c,o,m","8,a,m","8,a,n",,,,,,,,,,,,,,,,,,,,,
,,2,"o,9,N,c,c,9","2,o,m+","cc,o,N","4,o,N,cc,9","8,a","o,N,o,x",,,,,,,,,,,,,,,,,,,,
,,3,"9,8,a,m","o,x,cc,9","N,cc,o,Z","8,a,m","o,x,o,x",,,,,,,,,,,,,,,,,,,,,
,,4,"o,cc,N,cc,a,Z","N,o,x","c^c,9","8,a,m","8,o,Z,o,8,9",,,,,,,,,,,,,,,,,,,,,
,,5,"4,o,N,cc,o,x","8,a,Z","8,a,x,o","4,o,M,o,x,o",,,,,,,,,,,,,,,,,,,,,,
,,6,"9,cc,o,x","o,i,Z","o,N,o,Z","cc,o,o,Z","o,c,N,c,9",,,,,,,,,,,,,,,,,,,,,
,,7,"o,M,cc,o","8,a,n","cc,c,N,c,9",,,,,,,,,,,,,,,,,,,,,,,
,2,1,"2,o,c^cd,9","P1,cc,o,x","c^c,o,Z","cc,c,o,Z","9,N,a,m",2,,,,,,,,,,,,,,,,,,,,
,,2,"2,o,8,9","cc,o,8,9","o,M,cc,o,8,9","4,o,M,cc,9,N,o,m","2,9","c^c,o,M,9,8,9",,,,,,,,,,,,,,,,,,,,
,,3,"4,o,M,cc,o,Z","cc,o,8","c^c,o,M,9","cc,o,8,9","8,o,x","8,9","8,9","o,N,cc,9","8,9",,,,,,,,,,,,,,,,,
,,4,"8,cc,o,N,cc,9","2,cc,o,x","8,9","c^c,c,9","8,a,Z","4,o,M,9","9,N,c,c,9,N,9",,,,,,,,,,,,,,,,,,,
,,5,"o,c,c,c,c","cc,c,9","N,co,Z","cc,c,9","M,cc,9,M,9","cc,o,8,a,x,Q",,,,,,,,,,,,,,,,,,,,
,,6,"2,o,8,a,m","cc,9","N,cc,9","N,cc9","9,N,c,o,8,9",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14v,1,1,"P2,8,9,cc,o,m","9,P1,o,8,a,n","o,M,9,c^c,9","8,9","9,P2,cc,o,Z","8,a,m","N,o,x","9,8,a,n",,,,,,,,,,,,,,,,,,
,,2,"o,N,cc,o,Z","8,cc,9,M,c^c,9","o,M,9","cc,9","c,M,c,9","o,M,cc,9","M,9","cc,o,x","8,a,m",,,,,,,,,,,,,,,,,
,,3,"9,cc,9","8,9","8,a,m","cc,c,M,c,9","9,N,9,N,a,m","8,9,M,cc,9","9,N,cc,9","N,9","8,9",,,,,,,,,,,,,,,,,
,,4,"9,M,9","cc,9","N,c^c,o","9,N,c^c,9","c^c,o,N,c^c,o,Z","9,M,9","8,a,Z,o,8,9","8,9","o,M,9","8,2",,,,,,,,,,,,,,,,
,,5,"o,N,c^c,9","8,a,m","o,N,cc,o,Z","cc,N,9","4,o,M,cc,9","8,a,m","c,M,c,o,Z","o,M,9",,,,,,,,,,,,,,,,,,
,,6,"4,o,M,9","cc,o,N,9","c,M,c,9","cc,o,N,cc,9","8,9","8,9","8,9","cc,c,N,c,9","8,cc,9,8",?,,,,,,,,,,,,,,,,
,,7,"o,9,N,c^c,9","cc,o","M,9","8,9,8,9","o,8,9,8","o,M,cc,9",o,"N,cc,9","8,c^c,9","8,a,Z,8,9",,,,,,,,,,,,,,,,
,,8,"cc,o,N,c^c,o,Z","8,a,m","o,N,c^c,o","8,9","8,a,m","8,ox","8,a,i,Z","8,a,Q",,,,,,,,,,,,,,,,,,
,,9,"8,9,N,cc,9","c,M,c,o,x,8,Q","8,cc,c,N,c,9",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15r,1,1,"M,c^c,o,Z","c^c,c,9","M,cc,a,x,9","c^c,9","cc,M,o,x,2","c^c,c,9","8,a,m",,,,,,,,,,,,,,,,,,,
