idx,textstring
9.r.1,"M,9,8,x,o; cc,o,x,9; c,M,c,o,Z; o,Z,cc,c,9; 2; c^c,9; o,8,a,m; 2,a,Z,9; o,9,N,c,c,9; cc,o,x,9,M,a,m; o,N,cc,o,8,9; M,o,c,o,N,9; o,N,a,m; 8,9; M,o,m; c,P2,c,9; 4,o,M,o,8; o,M,a,m; c,M,c,9; o,N,o,Z; cc,c,9; 9,c^c,9; cc,o,N,cc,o; cc,c,M,c,o,8; c^c,o,Z; c^c,a,m; o,M,a,Z; 8,o,Z; 8,a,m; cc,o,Z; 2,o,Z; c,M,c,9; cc,o,N,a,m; c^c,o,x; 8,c^c,o,x,8,9"
9.r.2,"P2,c^c,o,a,n; c,M,c,9,a,m; o,N,a,n,Z; c,P1,c,a,8,o,2,a,x; c^c,a,Z; 2,9; c^c,9,8,a,x; cc,8,9; o,Z; cc,o,x; cc,9,M,cc,9; M,cc,o,x; 9,M,a,Z; 4,o,M,o,x; cc,9,N,9; cc,o,8,a,Z; a,m; 4,o,M,cc,o; 4,o,N,cc,9; c,M,c,c,9; N,o,Z,a,m; o,N,a,n,8; 8,a,x; 2; o,x; c^c,o; c,M,c,9; o,cc,o; c,M,c,9; cc,o,c,M,o,9; cc,o,8,9,N,cc,9; 2,a,m; 8,cc,9; 8,a,m; 9,M,cc,a,Z; o,Z,a,m; cc,N,a,Z"
9.v.1,"P1,o,cc,o,Z; o,P2,o,Z,o,8,9; o,P2,9; c^c,o,Z; 8,a,m; 4,o,P2,cc,9,P2,cc,o; 4,o,P1,o,x; c^c,o,x; c,P1,c,o,x; 8,a,m; 8,cc,o,Z; 4,o,a,m; cc,N,a,m; c,M,c,o,Z; cc,o,x; cc,o,Z; c,P2,c,o,x; 8,9; o,M,9; 4,o,N,a,m; 8,9; 9,N,c,9; cc,o,Z; 9,N,a,m; 8,a,m; c,M,c,9; o,M,a,m; o,N,9; o,c,c,c,2; 8,a,m; 9,M,c,9; M,cc,9; M,a,m; c,M,c,o,Z; o,M,o,x; o,M,9; M,o,x,8,9"
9.v.2,"P2,cc,o,Z; 9,P2; cc,c,c,9; 4,o,M,o,Z; 9,P2,cc,9; o,x,c,P1,c,o,x,9; M,c,a,Z; cc,M,9; 8,a,m+; o,8,o,x; cc,o,9; N,c^c,c,o,8,9; cc,o,8,9; 8,a,n; o,M,cc,9; c,M,c,o,8; 9,N,?; 4,o; cc,o,x; cc,o,x; c,M,cc,9; 8,a,m; o,M,a,x; 8,o,Z; 8,a,i,Q; 2,o,m; 8,a,m; 4,o,N,cc,o; Z,o,N,9,8; 8,a,x,9; 8,a,m; cc,9; M,a,Z; cc,9,M,9; 8,a,Z,9; 9,M,o,x,8,9; o,M,9; N,cc,o,x; cc,o,x; cc,9; N,9,N,9; 9,cc,o,Z; cc,c^c,o,M,9; o,N,9,N,a,m; cc,N,a,m; c,N,c,9; cc,o,Z"
10.r.1,"P2,cc,o,c,M,c,9; c^c,o,Z; o,c,M,c,o,8,9; cc,o,Z,cc,9; P2,cc,o,8,o,x; cc,o,P2,cc,a,x; 9,P2,cc,N,o,Q; 8,cc,c,9; c,M,c,o,o,Z; cc,a,Z; cc,M,9; o,2; cc,a,i,Z; o,M,9,M,cc,o,x; o,N,9; 8,a,m; c,M,9,8; 4,o,M,o,Z; o,M,cc,9; 8,a,m; cc,o,c,M,c,9; 4,o,M,cc,9; cc,o,x; o,Z; 9,M,9; 8,9; 8,9; 2,o,Z; cc,a,m; cc,c,M,c,9; c,M,c,o; c,N,c,9; o,Z; a,m; cc,M,cc,o,Z; 8,o,n,Z; o,8,9; 4,o,N,cc,9; 4,o,M,cc,o,x; cc,o,x; c,M,c,9"
10.r.2,"9,cc,c,o,Z; c,M,c,9; cc,o,Z; c,M,c,a,m; 4,o,c,M,c,o,x,9; 8,9; cc,9; M,a,m; c^c,9; 8,cc,9; 4,o,N,cc,o,x; 9,N,cc,a,m; 9,M,9; 8,a,m; c,M,?; 8,a,n; 8,a,i,Z; a,Q; 4,o,M,cc,o,Z; cc,o,Z; o,M,o,x; cc,o,x; cc,o,x,o,Z; cc,o,x; 8,a,m; 8,a,Z; o,9,N,cc,o,Z; c^c,o,Z; cc,o,Z; cc,9; N,a,m+; 8,9; cc,o,8,a,m; o,4,o,M,a,Z; o,M,o,Z; c,P1,c,9; c,M,c,o,Z; o,2,a,n; 9,M,o,m; 3,o,M,cc,o; c^c,o,Z; 4,o,M,9; 4,o,M,o,Z; c,M,c,9; 8; o,M,a,Z; 3,o,8,a,m; 8,a,m; 4,o,M,cc,9; 4,o,M,o,Z"
10.v.1,"P2,a,m; 8,a,m; c^c,c,o; P2,cc,c,c,9; 4,o,M,9; 8,a,m; c,M,c,o,Z; o,M,9,8,9; 2,a,n; 8,a,n; 8,a,m; c,N,c,9; cc,c,M,c,o,Z; cc,o,m; 4,o,M; cc,o,8,a,m; c,M,c,9; 8,a,m; 8,c^c,o; 9,M,c,9; N,cc,o,x; o,x; M,9; cc,o,x; 8,9"
10.v.2,"4,o,M,cc,9,M,o,Z; c^c,o,m; 8,a,m; 4,o,M,cc,c,9; c^c,c,M,c,c,9; 9,M,o,Z; 8,a,n; c^c,o; 9,N,c,c,9; 8,a,m; 4,o,M,cc,9; 4,o,M,o,Z; cc,o,x; 8,a,m; 4,o,N,cc,9,N,9; c^c,o,m; cc,o,?; c^c,c,M,c,9; 4,o,M,9; 4,o,M,o,m; 4,o,N,o,x; cc,o,Z; a,m; 4,o,N,o,x; cc,9,N,9; cc,o,x; cc,c,N,9; 8,a,m; 8,a,n; cc,c,N,c,a,i"
11.r.1,"M,c^c,o,x; 2,cc,o,a,x; c,P1,c,9; c^c,P1,9,8,a,m; c,P2,c,9; c^c,c,9; M,cc,o,8,9; c^c,o,9,M,9; 2,o,c,M,c,o,8,9; 4,o,8,a,Z,9; N,c^c,9; 8,a,m; 9,M,cc,9; 9,M,cc,o,N,9; N,cc,o,x; 8,a,m; 4,o,M,9; cc,o,x; c,M,c,9; 8,a,Z; 9,N,9,cc,9; cc,o,M,9; 8,a,n; cc,a,m; 8,a,m; 8,o,?; 8,cc,o,x; cc,9; N,cc,9; 8,9; 8,a,m"
11.r.2,"M,cc,o,x; cc,o,Z; c^c,o,Z; 8,N,9; c^c,P2,c,9; 8,a,m; c,M,c,9; 8,9; cc,o,8,x; 8,a,m; o,8,x; 8,2,9; o,M,o,x; cc,a,m; 9,N,cc,o,Z; 8,a,i,Z; cc,o,8,9; c,M,c,9; 2; 8,a,m; 4,o,M,cc,9; o,N,cc,o,x; c,M,c,9; 8,9"
11.v.1,"P2,o,x,8,cc,o,8,9; c^c,c,P2,c,9; c^c,o,Z,8,9; 4,o,M,9; c^c,o,x; c,P2,c,a,Z; 8,a,i,9; c^c,o,x; 8,9; cc,c,N,c,9; c^c,c,M,c,9; 8,a,m; 8,a,Q; 9,N,cc,9; 8,a,n; 8,cc,9; o,M,cc,o,Z; 8,9; N,cc,9; M,cc,9; 8,a,Z; 4,o,N,cc,8; o,N,9; cc,o,x; 8,9; 8,9; 4,o,N,cc,o,Z; c,o,x,o,x,a,Z; cc,9,N,9; 8,cc,9; 4,o,N,9; c,M,c,o; M,cc,c,9; M,a; 2,o,9,8,9; 4,o,M,c,c,9; 4,o,M; cc,o,Z; 8,9; 8,8,9; c,M,c,o,Z; c^c,9,a,Z,Q; 9,cc,c,o,Z; N,c^c,o; 8,o,Z; c,M,c,c,9; 2; cc,o,x,8"
13.r.1,"M,o,Z,c^c,o,Z; o,P2,cc,9; c^c,o,x; 8,9; 4,o,P2,cc,9; c^c,o,x; o,P2,cc,o,Z; 8,9,P2,cc,9; 8,cc,Q; 8,cc,o,x; cc,o,x; 8,o,x; c^c,N,cc,9; 9,8,a,x; c^c,9; 9,N,cc,9; 4,o,M,?,c,9; 8,a,m; 2; 9; 2,9; 8,cc,o,Z; c^c,a,m; o,c,c,c,2; 9,N,o,Z; cc,o,Z; 9,M,c^c,9; 9,N,cc,9; N,cc,9; 8,a,Z; 4,o,8,cc,9; 9,M,cc,9; o,M,cc,o,Z"
13.r.2,"c^c,o,Z,o,8,o; c^c,9; M,c^c,9; N,cc,o,x; N,cc,o,x; 8,P2,cc,9; 4,o,P2,cc,9; o,M,cc,o,x; c,P2,c,o,x,8,9; M,cc,a,Z; 8,o,Z; 8,a,m; 4,o,M,cc,o,x; o,N,cc,9; o,N,cc,o,Z,o,m; cc,c,N,c,9; 8; 8,cc,9; 4,o,N,9; cc,o,x; 8,9; 4,o,N,c,9; 8,o,x,8,9; o,N,cc,o,Z; 8,o,a,m; c^c,o; cc,9; 4,o,N,cc,9; M,o,Z,cc,9; N,cc,N,9; 2; o,N,cc,c,9; 8,a,m; o,x,8,9; c^c,c,9; cc,a,x; 8,a,m; 9,N,o,x,9; o,N,cc,a,x; 8,a,x,8,9; 2,o,M,cc,9; N,cc,9; o,N,o,Z,o,Z,9"
13.v.1,"N,o,a,i,Z; cc,M,o,m; o,M,cc,9; N,cc,o,8; o,M,o,x; o,M,cc,9; o,c,M,c,o,2; o,N,o; 4,o,N,o,x; cc,o,8,a,x; c,M,cc,o,x; c,P2,c,o,x; cc,o,M,9; 4,o,N,cc,9; 4,o,N,o,8; cc,9; o,M,cc,9; c,M,c,o,8,9; o,x,2; cc,c,9; o,N,o,2; o,a,m; o,N,c^c,9; 4,o,c,N,9; 4,o,N,9; 8,a,m"
13.v.2,"P1,o,x,8,a,m; o,x,c,P2,c,9; c^c,o,x; 8,9; o,M,9; c^c,o,Z; 4,o,M,9,8; 8,a,i,Z,o,8; 8,a,n; o,N,a,x; cc,9; 4,o,N,cc,o,Z,9; 8,cc,9; N,o,N,9,8,a,m; c^c,o,i; o,M,cc,9; 8,a,m; 9,8,a,n; 9,N,o,x; o,N,cc,9; o,N,a,x,8; 8,9,M,a,m; M,cc,M,o,8; o,M,a,x; c,M,c,o,Z; 9,M,a,x; 9; cc,o; M,a,x; c^c,o; 4,o,c,M,c,9; 9,o,x; cc,9; N,cc,c,9; N,cc,o,Z; 8,a,Z"
14.r.1,"P2,cc,o,8,a,m; cc,o,P2,o,x; c^c,o,m; 8,a,m; 8,a,n; o,9,N,c,c,9; 2,o,m+; cc,o,N; 4,o,N,cc,9; 8,a; o,N,o,x; 9,8,a,m; o,x,cc,9; N,cc,o,Z; 8,a,m; o,x,o,x; o,cc,N,cc,a,Z; N,o,x; c^c,9; 8,a,m; 8,o,Z,o,8,9; 4,o,N,cc,o,x; 8,a,Z; 8,a,x,o; 4,o,M,o,x,o; 9,cc,o,x; o,i,Z; o,N,o,Z; cc,o,o,Z; o,c,N,c,9; o,M,cc,o; 8,a,n; cc,c,N,c,9"
14.r.2,"2,o,c^c,9; P1,cc,o,x; c^c,o,Z; cc,c,o,Z; 9,N,a,m; 2; 2,o,8,9; cc,o,8,9; o,M,cc,o,8,9; 4,o,M,cc,9,N,o,m; 2,9; c^c,o,M,9,8,9; 4,o,M,cc,o,Z; cc,o,8; c^c,o,M,9; cc,o,8,9; 8,o,x; 8,9; 8,9; o,N,cc,9; 8,9; 8,cc,o,N,cc,9; 2,cc,o,x; 8,9; c^c,c,9; 8,a,Z; 4,o,M,9; 9,N,c,c,9,N,9; o,c,c,c,c; cc,c,9; N,c,o,Z; cc,c,9; M,cc,9,M,9; cc,o,8,a,x,Q; 2,o,8,a,m; cc,9; N,cc,9; N,cc,9; 9,N,c,o,8,9"
14.v.1,"P2,8,9,cc,o,m; 9,P1,o,8,a,n; o,M,9,c^c,9; 8,9; 9,P2,cc,o,Z; 8,a,m; N,o,x; 9,8,a,n; o,N,cc,o,Z; 8,cc,9,M,c^c,9; o,M,9; cc,9; c,M,c,9; o,M,cc,9; M,9; cc,o,x; 8,a,m; 9,cc,9; 8,9; 8,a,m; cc,c,M,c,9; 9,N,9,N,a,m; 8,9,M,cc,9; 9,N,cc,9; N,9; 8,9; 9,M,9; cc,9; N,c^c,o; 9,N,c^c,9; c^c,o,N,c^c,o,Z; 9,M,9; 8,a,Z,o,8,9; 8,9; o,M,9; 8,2; o,N,c^c,9; 8,a,m; o,N,cc,o,Z; cc,N,9; 4,o,M,cc,9; 8,a,m; c,M,c,o,Z; o,M,9; 4,o,M,9; cc,o,N,9; c,M,c,9; cc,o,N,cc,9; 8,9; 8,9; 8,9; cc,c,N,c,9; 8,cc,9,8; ?; o,9,N,c^c,9; cc,o; M,9; 8,9,8,9; o,8,9,8; o,M,cc,9; o; N,cc,9; 8,c^c,9; 8,a,Z,8,9; cc,o,N,c^c,o,Z; 8,a,m; o,N,c^c,o; 8,9; 8,a,m; 8,o,x; 8,a,i,Z; 8,a,Q; 8,9,N,cc,9; c,M,c,o,x,8,Q; 8,cc,c,N,c,9"
15.r.1,"M,c^c,o,Z; c^c,c,9; M,cc,a,x,9; c^c,9; cc,M,o,x,2; c^c,c,9; 8,a,m; o,M,cc,o,Z; 4,o,N,cc,o,Z; o,x,9; o,N,o,Z; c^c,9; N,o,x,9; 4,o,N,a,m; 4,o,M,cc,9,M,9,8,9; 8,a,m; cc,o,x; c,M,c,9; 2,cc,c,a,m; cc,o,8,a,m; cc,x; 2,o,x; c,N,c,a,m; 2,a,x; 4,o,M,cc,9; Z,c^c,o,Z; c,M,c,9; 8,a,m; c,M,c,9; 8,9; 8,cc,9; N,o,N,a,m; cc,8,9; 2,a,m; o,N,c,a,Z; 8,a,m; c^c,N,a,m; c,M,c,9; c^c,o; N,c,o; c,M,c,9; c^c,o,c,M,c,9; M,o,x,N,a,m; 2; 8,a,n; c,M,c,o,x,9; 9,cc,a,n; cc,c,N,cc,9; o,N,c^c,9; 2,a,m+; 8,o,x,cc,8,2; o,N,a,m; o,M,a,m; cc,x; 2,9; cc,o,Z; cc,o,Z,o,2,2; 4,o,M,o,Z; c^c,o,Z; M,cc,c,o,Z; cc,9; c,M,c,a,m; c^c,a,i; 9,N,c^c,o,x; 8,o,Z; c^c,c,c,9; c,M,c,9; 8,a,n; 2,N,9; c^c,o,Z; c^c,o,M,9; o,M,cc,o; N,cc,9; cc,o,x; 8,a,m; c,M,c,a,Z; 9,M,o,x; 8,o,Z; 8,a,Q; 4,o,M,cc,o,Z; cc,a,m; cc,9; N,o,x; 8,a,N,9"
15.v.1,"P2,o,Z,o,Z; o,Z,c^c,9; cc,o,m; 8,M,cc,a,i; o,P2,cc,o,Z,8,9; 3,cc,o,Z; o,Z; o,Z,o; Z,a,m; c,M,c,9; M,a,n; 8,a,Z; c,M,c,o,Z; 8,a,m; 4,o,N,o,Z; o,N,c,o,Z; o,N,a,m; 8,o,m; cc,o,N,9; c^c,o,x; 4,o,N,9; 4,o,M,cc,o,8; o,M,cc,o,Z; cc,o,Z; cc,a,Z; 9,M,cc,o,Z; c,M,c,9; 2; 4,o,M,cc,c,9; cc,o,M,9; N,a,m; o,M,cc,9; Z,a,m; c,o,9; cc,o,m; c^c,o; 2?; cc,9; 2; cc,9; M,a,Z; o,x,2; 9,M,cc,o,Z; cc,o,Z; o,x; o,m; o,M,9; c^c,o,x; 8,a,m; o,M,cc,o,x,o,c,M,c,o,x; cc,o,x; cc,o,x; cc,o,8,9; N,a,i; 2,o,Z; cc,o,Z; c,M,c,o,m; c,M,c,9; 4,o,N,a,m; 2,o,x,o,m; cc,c,o,Z; cc,o,x; 8,a,m; c,M,c,9; 8,a,m; c,M,c,o,Z; cc,o,x; cc,o,Z"
16.r.1,"P2,o,cc,c,o,8,9; 4,o,P2,cc,c,9; 2,9,N,a,m; o,P2,cc,9; 8,o,Z; 9,cc,9; 8,a,m; 8,9; cc,o,Z; o,Z,o,Q; 9,cc,9,N,cc,9; o,M,x,9; N,o,x; c^c,o,Z; o,8,9; o,M,o,8,9; 4,o,9; o,c,c,2,o,Z,8,9; 9,8,o,Z; c^c,c,a,x; o,N,cc,9; 4,o,9,N,o,m; cc,o,N,9; 9,N,a,i,Z; 8,a,n,o,8; 9,cc,c,a,x,o,8"
16.r.2,"M,cc,o,Z; cc,o,Z; cc,2; 9,N,cc; c^c,o,c,M,c,9; o,P2,cc,9; M,9; N,9; o,c^c,a,m; 8,9,N,9; o,c,c,c,2; 8,c,c,c,o,8; a,m; 8,M,o,a,m; 8,a,m; 8,a,x,cc,9; 8,9,N,9; 2,cc,9; 2,a,m; 8,o,a,x; 4,o,N,9; c^c,o,M,cc,9; 9,8,a,n; 9,N,9; c^c,o,8,9; o,M,o,x; 8,a,m; 2,a,m; 9,M,a,m"
16.r.3,"M,o,Z,o,Z; 8,a,x,9,8,a,x; o,P2,cc,9; P1,cc,o,x; 9,P2,cc,o,c,P1,9; o,N,a,x; 2,o,N,cc,9; 4,o,N,o,x; cc,o,M,9; o,N,cc,9; c,M,c,9; cc,9,N,cc,9; 8,9,cc,o,N,cc,9; c^c,c,M,c,9; c^c,M,c^c,9; c^c,o; M,cc,o,N,9,8; 4,o,N,cc,o,Z; 8,x; 8,9; c^c,c,9"
16.v.1,"P2,cc,Z,a,m; o,M,cc,o,Z; cc,P2,cc,o,x; cc,P2,cc,c,9; 2,P2,cc,o,c,M,9; 9,M,cc,o,Z; 9; N,9; cc,o,N,cc,9; 4,o,N,cc,o; c,M,c,o,Z; c^c,o,Z,9; 9,N,cc,9; 8,9; cc,o,9; 4,o,M,9; cc,9,N,cc,9; N,o,c^c,c,M; 8,cc,o,x; cc,c,M,c,o,8,9; c,P2,c,o,8; cc,o,M,o,x; 8,a,x; 9,M,cc,9; cc,9,M,9; cc,o,Z; cc,o,x; 9,M,cc,9; 8,a,i; 2,o,Z; cc,N,a,Z; o,M,9; cc,N,a,Z; cc,o,x; 8,a,m+"
16.v.2,"P2,cc,o,c,M,c,9; cc,9,P2,cc,9; 4,o,M,cc,9; cc,c,P1,cc,9; 2,9; 8,a,m; cc,o,x; 9; 8,a,m; cc,c,M,c,9; 4,o,M,cc,a,Z; cc,o,Z; c^c,o,x,o; 8,c^c,9; o,N,a,m; o,N,a,m; cc,o,x; cc,o,Z; c,M,c,o,Z; M,9; cc,o,8,9; 4,o,N,cc,9; cc,9; 8,9; 9,N,cc,9; cc,c,N,c,9; o,M,a,n; c,M,c,o,Z; c,M,c,9; o,N,9,M,a,m; cc,N,cc,9; 2,a,m; 8,a,m; 9,N,9; o,M,o,Z; cc,o,8,9; 2,o,N,a,Z; o,a,o,Z,a,Z"
17.r.1,"P1,c^c,o,8,9; 8,a,Z,a,Q; 8,8,a,Z; cc,o,Q; o,P2,9,8,9; 9,P2,o,8; cc,o,P2; o,M,cc,9; 8,o,8,9; o,x,8,c,N,c,9; 9,8,a,n; cc,o,N,9; o,N,c^c,9; 4,o,8,a,Z; c,N,c,o,8,9; 8,o,Z; o,M,cc,o,x; 4,o,8,c,M,c,9; o,8,2; cc,o,x; o,Z; cc,9; 4,o,8,a,Q; o,N,o,Z; cc,o,Z; o,N,cc,o,Q"
17.r.2,"M,cc,o,3; c^c,o,x; 4,o,N,o,x; 4,o,Z; o,x,a,m; o,P2,9,8,Q; 2,o,Q; 9,P2,cc,9; 9,P2,a,i,Q; 9,cc,c,N,c,c,9; c,M,c,9; cc,o,Z; c^c,o,Z; c,P2,c,o,Z; c,P2,c,a,x,8,9; 8,a,i,Z; c,M,c,c,9; 4,o,8,9; M,c^c,o; 4,o,P1,cc,o; 4,o,N,cc,c,o,Z; cc,c,M,c,9"
17.r.3,"N,c^c,c,o; 4,o,N,cc,9; cc,o,x,8,c^c,9; N,c,P2,cc,9; 8,c^c,c; o,P2,cc,o,Z,8,9; 8,cc,cc,9; 8,9; cc,c,a,Z; 2,cc,a,Z; 9,N,cc,9; 2,o,9; cc,c,N,c,?; o; 8,a,Z; cc,9,P2,cc,a,Q; 8,a,Z; cc,c,a,Z; 8,c^c,c,o,Z; 2,a,n; 9,Q,o,x; 9,cc,o,8,9; cc,o,M,o,Q"
17.v.1,"P2,cc,o,8,o,x; cc,o,Z; P1,cc,9; o,P2,9,8,a,m; o,8,a,x,8,9; 9,cc,c,c,9; N,c,c,o,Z; c,M,c,o,8,a,x; o,N,o,x; o,8,a,m; o,N,a,x; o,x; 8,a,i,Q; o,8,a,m; o,N,a,x; o,x,8,a,m; cc,o; c,N,c,o,x; o,x,o,x; N,cc,o,Z; P2,cc,o,x; c,P2,c,o,x; o,x,cc,c,o,x; o,N,c,c,9; 9,cc,o,x; cc,o,x; 8,o,x; cc,c,c,9; M,cc,o,x; 8,a,Z; c,N,c,9; o,c,N,o,Z; o,Z; o,N,a,m; o,Z; o,M,a,m; 8; 2,o,Z; cc,N,c,c,9; P2,o,n,2; cc,c,o,Z; o,2; 2; a,m; 4,o,N,c,c,9; N,cc,a,Z; o,x; 8,9; cc,o,x,8,a,m; 2,9; 9,cc,c,o,x; c^c,o,x; N,cc,o,x; cc,o,x,M,a,m; o,x; o,9,M,o,Z; o,N,c,o,Z; o,N,a,Z; o,N,o,x; 8,a,n,Z; a,Q; 4,o,N,cc,c,o; 4,o,N,o,?,Z; c,M,c,c,o,x; cc,o,x; o,9; cc,o,9; N,o,a,m; cc,c,N,c,c,9; o,x; cc,o,Z; 9,N,c,o,Z; cc,a,x; cc,o,x; c,M,c,o,x; cc,N,o,Z; c^c,c,o,x; o,x,o; Z; o,N,c,c,o,x; cc,o,8,a,m; o,N,c,o,x; M,cc,o,Z,9; 9,cc,o,Z; c,M,c,9; cc,c^c,N,9; cc,c,o; o,M,o,Z; o,M,c,o,x; o,N,cc,c,o,x; cc,o,x; o,N,c,o,x; c,M,c,o,x; o,M,cc,c,o,x,o,Q; 4,o,a,n; 2,a,i; c^c,c; 8,o,x; 4,o,P2,cc,a,m; c,M,c,o,Z; o,M,o,Z; cc,c,c,o,Z; o,x; cc,o,x; 8,o,Z; cc,2; o,Z; c,c,c,2; 8,a,n; cc,c,9; 4,o,a,m; c,M,c,o,Z; cc,o,x; cc,o,Q; 9,N,c,c,9; o,N,c,c,9; cc,c,o,Z; cc,o,x; c^c,o; o,8,a,m; o,a,x; c^c,c,o,Z; c^c,o,x,o,Z; o,Z; c^c,c,c,M,c,9; c,P2,c,c,o,Z; 8,a,m; 4,o,N,c,c,c; 8,a,Z; cc,c,9; N,c,c,o,Z; cc,c,c,o,x; c,M,c,c,c,9; c,M,c,9; cc,N,c,c,9; o,N,c,o,Z; cc,a,Z; o,N,c,o,Q"
18.r.1,"P2,8,Z,a,i,Z,8,9; 8,a,Z,o,8,c,P2; 9,o,a,Z; 9,N,cc,o,x; 8,a,Z,a,Q; cc,?,N,c,9; o,c,N,c,a,Z; 8,a,x; o,M,c^c,o,x; 4,o,N,cc,o,x; cc,9,N,cc,9; o,N,cc,a,x; 8,a,m; 8,9; cc,o,x; 8,a,n; 4,o,N,cc,o,Z; cc,o,Z; ?,?,N,c,9; o,Z,cc,c,9; 4,o,N,cc,o,x; 8,9; 9,M,cc,a,Z,Q; cc,o,Z; c,M,c,o,Z; o,N,c,o,Z; 9,N,cc,o,x; o,N,a,n"
18.r.2,"M,cc,o,Z; c^c,o,Z; c,M,c,a,m; c,M,c,o,x; cc,x,o,x; cc,o,Q; 9,cc,9; N,cc,o,Z; 8,a,n; 9,M,o,x; cc,c,M,c,9; 8,a,Z; 8,a,Z; 8,a,x; o,c^c,o,Z; c^c,a,m; c,M,c,9; c^c,o,x,8,9; 8,o,x,8,9; 8,o,x,8,a,m; 4,o,N,cc,o,Z; c,N,c,o,x; o,x,9,8,9; o,N,a,x,8,9; 8,a,Z,9; 8,a,Z; c^c,o,Z; 4,o,N,cc,o,x; o,x,9,8,a,m; 2,o,M,cc,a,m; cc,o,N,cc,9; cc,c,N,c,o,x; cc,a,Z,Q; 9,cc,a,i,Z; c,M,c,o,x; 8,a,m; 4,o,N,cc,9; c,M,c,9; o,Z; c^c,a,m; c,M,c,a,Z; c,M,c,a,x; o,N,a,x; 8,a,Z; 9,cc,c,N,cc,9; N,cc,a,m"
18.v.1,"M,o,x,8; c^c,a,Z; 9,M,c^c,9; o,M,cc,8,a,x; 8,cc,a,x; 8,cc,9; 9,M,8,Q; 4,o,c,c,c,2; o,Z; o,a,m; c^c,9,?; o,N,c^c,9; 4,o,N,cc,9; 4,o,N,cc,9; 2; Q; o,Z,c^c,9; 4,o,N,9; 4,o,N,9; cc,N,cc,9; 4,o,N,c^c,9; 4,o,N,a,Q; 4,o,M,cc,9; 4,o,N,a,9; 4,o,N,cc,9; 9,N,cc,o; 9,8,x; 8,a,Z; 9,cc,o,c,c,2; 9,N,cc,9; 4,o,x; N,cc,9; 4,o,M,cc,o,x; 8,a,n,Z; o,Q; 4,o,M,o,Z; cc,o,Z; o,M,cc,9; 4,o,N,c,c,c,2; cc,9; 2; a,Z; 9,N,a,Z; 9,cc,o,x; 8,o,Z; cc,o,8; 4,o,N,o,x; 8,a,m; 4,o,N,o,x; 8,a,Z; 8,9; M,o,x,o,x; c^c; c,P2,c,o,9; 8,a,Z,o,Z; 8,8,9; 9,M,o,Z; 9,N,a,Q; o,N,cc,o,Z; 4,o,M,cc,9; 4,o,N,cc,9; 9,M,o,x; 8,o,N,9; 8,9; 9,N,o; 8,c^c,9; 8,a,i,Z; 9,N,o,x; 8,a,Q"
19.r.1,"P2,cc,o,Z; 4,o,8,cc,9; 4,o,M,c^c,9; 8,9,M,cc,9; 4,o,M,cc,9; 4,o,N,9; 8,a,m; 8,cc,9,8,9; 8,c^c,9; cc,o,Z; 9; M,cc,9; cc,o,x; 8,9,M,cc,9; cc,o,Z,8,9; 8,a,m; 8,9,M,9; 2,cc,a,?; o,2,cc,c,o,Z; c^c,9,M,8,a,m; cc,o,x; 8,o,Z; 9,N,9; 4,o,N,o,Z,a,Z; 8,a,m; cc,c,N,c,9; c^c,9,N,cc,a,Z; o,M,cc,9; M,cc,9; 4,o,N,9; 8,a,m; Z; 9,c^c,o,Z; c^c,9; 8,a,m; o,M,9,M,cc,9; 8,a,m; 4,ô,N,cc,o,N,9; c,M,c,a,Z; 8,a,Z; cc,a,i; 8,a,Z; o,Z; cc,o,Z; 8,a,N,9; 8,a,x; cc,o,Z; 8,o,Z,x; c^c,9; 4,o,M,cc,o,Z; 8,9; 8,o,Z; 9,M,cc,9,N,cc,9; c^c,8,a,m; 8,a,m; c,M,c,o,Z; cc,o,x; 9,N,cc,o,Z; cc,o,Z,8,9; 4,o,M,cc,9; 4,o,x,o,8,9; cc,o,x,8,9; c,M,c,9,8; 9,N,cc,o,Z; cc,o,Z; 8,a,m; 8,a,m,o,x; ?,o,c,M,c,o,Z; 9,M,cc,o,Z"
19.v.1,"P2,o,cc,a,?; c,M,c,o,Z; cc,P2,cc,c,o,2; o,P2,cc,c,9,P2,9; N,cc,9; 4,o,N,cc,9; N,cc,o,x; 2,o,Z; 4,o,N,cc,o,Z; 9,N,cc,9; 8,a,Z,o,Q; o,M,cc,9; cc,o,x,8,a,m; 4,o,M,o,x; 9,M,o,x; 8,a,m; 9,M,cc; cc,c,M,c,9; 4,o,M,o,x; 8,a,m; 8,a,m; 4,o,M,cc,9; 4,o,M,cc,9; 8,a,m; 8,o,M,9; 4,o,M; 9,cc,o,9; N,cc,o,Z; c,M,c,o,x; cc,o,c,M,c,9; 2; 9,cc,o; Z; cc,a,m; c,M,c,o,Z"
